profile,role,score,can_id,byte,bit_in_byte,dbc_message,activity_enrichment,event_coverage,event_hits,event_total,inside_transitions,outside_transitions,period_cv
generic-event,事件附近变化,45.117,0x2A8,7,0,CMPD_state,5.9940611361660885,0.2,3,15,3,1,0.4648484386105902
window,按钮事件:手动未知方向触发,45.117,0x2A8,7,0,CMPD_state,5.9940611361660885,0.2,3,15,3,1,0.4648484386105902
generic-event,事件附近变化,44.773,0x3FE,0,4,DI_estimatedBrakeTemp,5.0397723347127625,0.2,3,15,5,3,2.0341822402842937
window,按钮事件:手动未知方向触发,44.773,0x3FE,0,4,DI_estimatedBrakeTemp,5.0397723347127625,0.2,3,15,5,3,2.0341822402842937
generic-event,事件附近变化,44.750,0x1D8,3,2,DIS_torque,3.044038412082241,0.4,6,15,54,70,4.070673048865273
window,按钮事件:手动未知方向触发,44.750,0x1D8,3,2,DIS_torque,3.044038412082241,0.4,6,15,54,70,4.070673048865273
generic-event,事件附近变化,44.709,0x388,3,2,GTW_canStatus,6.9657116506778305,0.2,3,15,199,113,10.689828947150394
window,按钮事件:手动未知方向触发,44.709,0x388,3,2,GTW_canStatus,6.9657116506778305,0.2,3,15,199,113,10.689828947150394
generic-event,事件附近变化,44.601,0x388,4,6,GTW_canStatus,6.80016502504159,0.2,3,15,29,16,3.9257670887174303
window,按钮事件:手动未知方向触发,44.601,0x388,4,6,GTW_canStatus,6.80016502504159,0.2,3,15,29,16,3.9257670887174303
generic-event,事件附近变化,44.528,0x268,0,2,DI_systemPower,4.7014130141882315,0.3333333333333333,5,15,7,5,1.3137743264379838
window,按钮事件:手动未知方向触发,44.528,0x268,0,2,DI_systemPower,4.7014130141882315,0.3333333333333333,5,15,7,5,1.3137743264379838
generic-event,事件附近变化,44.528,0x268,1,2,DI_systemPower,4.7014130141882315,0.3333333333333333,5,15,7,5,1.3137743264379838
window,按钮事件:手动未知方向触发,44.528,0x268,1,2,DI_systemPower,4.7014130141882315,0.3333333333333333,5,15,7,5,1.3137743264379838
generic-event,事件附近变化,44.519,0x257,2,2,DI_speed,4.7014130141882315,0.3333333333333333,5,15,7,5,1.0042129634334003
window,按钮事件:手动未知方向触发,44.519,0x257,2,2,DI_speed,4.7014130141882315,0.3333333333333333,5,15,7,5,1.0042129634334003
generic-event,事件附近变化,44.454,0x257,2,1,DI_speed,3.671426109120072,0.4,6,15,10,10,1.3318207739863557
window,按钮事件:手动未知方向触发,44.454,0x257,2,1,DI_speed,3.671426109120072,0.4,6,15,10,10,1.3318207739863557
generic-event,事件附近变化,44.315,0x108,7,3,DI_torque,5.9940611361660885,0.2,3,15,3,1,0.4694462851435081
window,按钮事件:手动未知方向触发,44.315,0x108,7,3,DI_torque,5.9940611361660885,0.2,3,15,3,1,0.4694462851435081
generic-event,事件附近变化,44.315,0x108,7,5,DI_torque,5.9940611361660885,0.2,3,15,3,1,0.4694462851435081
window,按钮事件:手动未知方向触发,44.315,0x108,7,5,DI_torque,5.9940611361660885,0.2,3,15,3,1,0.4694462851435081
generic-event,事件附近变化,44.284,0x118,2,5,DI_systemStatus,5.9940611361660885,0.2,3,15,3,1,0.4703738421631599
window,按钮事件:手动未知方向触发,44.284,0x118,2,5,DI_systemStatus,5.9940611361660885,0.2,3,15,3,1,0.4703738421631599
generic-event,事件附近变化,44.284,0x118,2,7,DI_systemStatus,5.9940611361660885,0.2,3,15,3,1,0.4703738421631599
window,按钮事件:手动未知方向触发,44.284,0x118,2,7,DI_systemStatus,5.9940611361660885,0.2,3,15,3,1,0.4703738421631599
generic-event,事件附近变化,44.283,0x118,5,7,DI_systemStatus,5.9940611361660885,0.2,3,15,3,1,0.4694374231986821
window,按钮事件:手动未知方向触发,44.283,0x118,5,7,DI_systemStatus,5.9940611361660885,0.2,3,15,3,1,0.4694374231986821
generic-event,事件附近变化,44.276,0x1E5,0,1,,5.9940611361660885,0.2,3,15,3,1,0.47040198093621105
window,按钮事件:手动未知方向触发,44.276,0x1E5,0,1,,5.9940611361660885,0.2,3,15,3,1,0.47040198093621105
generic-event,事件附近变化,44.276,0x1E5,0,3,,5.9940611361660885,0.2,3,15,3,1,0.47040198093621105
window,按钮事件:手动未知方向触发,44.276,0x1E5,0,3,,5.9940611361660885,0.2,3,15,3,1,0.47040198093621105
generic-event,事件附近变化,44.276,0x1E5,1,7,,5.9940611361660885,0.2,3,15,3,1,0.47040198093621105
window,按钮事件:手动未知方向触发,44.276,0x1E5,1,7,,5.9940611361660885,0.2,3,15,3,1,0.47040198093621105
generic-event,事件附近变化,44.276,0x1E5,7,1,,5.9940611361660885,0.2,3,15,3,1,0.47040198093621105
window,按钮事件:手动未知方向触发,44.276,0x1E5,7,1,,5.9940611361660885,0.2,3,15,3,1,0.47040198093621105
generic-event,事件附近变化,44.254,0x39B,3,6,,5.9940611361660885,0.2,3,15,3,1,0.47033757364045914
window,按钮事件:手动未知方向触发,44.254,0x39B,3,6,,5.9940611361660885,0.2,3,15,3,1,0.47033757364045914
generic-event,事件附近变化,44.252,0x118,2,0,DI_systemStatus,5.9940611361660885,0.2,3,15,3,1,0.47035269586770007
window,按钮事件:手动未知方向触发,44.252,0x118,2,0,DI_systemStatus,5.9940611361660885,0.2,3,15,3,1,0.47035269586770007
generic-event,事件附近变化,44.252,0x118,2,1,DI_systemStatus,5.9940611361660885,0.2,3,15,3,1,0.47035269586770007
window,按钮事件:手动未知方向触发,44.252,0x118,2,1,DI_systemStatus,5.9940611361660885,0.2,3,15,3,1,0.47035269586770007
generic-event,事件附近变化,44.252,0x118,2,2,DI_systemStatus,5.9940611361660885,0.2,3,15,3,1,0.47035269586770007
window,按钮事件:手动未知方向触发,44.252,0x118,2,2,DI_systemStatus,5.9940611361660885,0.2,3,15,3,1,0.47035269586770007
