profile,role,score,can_id,byte,bit_in_byte,dbc_message,activity_enrichment,event_hits,event_total,inside_transitions,outside_transitions,period_cv,stable_purity
generic-event,事件附近变化,122.734,0x372,3,6,,,10,10,40,216,0.8725100117478086,
generic-event,事件附近变化,122.663,0x3A8,0,1,,,10,10,30,227,0.20033618898728003,
generic-event,事件附近变化,122.534,0x3A8,0,2,,,10,10,20,237,0.5997592459690533,
generic-event,事件附近变化,122.534,0x3A8,2,0,,,10,10,20,237,0.5997592459690533,
generic-event,事件附近变化,122.534,0x3A8,2,1,,,10,10,20,237,0.5997592459690533,
generic-event,事件附近变化,122.374,0x324,1,2,,,10,10,10,115,0.15012777213688194,
generic-event,事件附近变化,121.804,0x352,0,1,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,1,2,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,1,4,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,1,6,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,2,3,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,2,4,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,2,6,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,2,7,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,3,1,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,3,4,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,3,6,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,4,7,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,5,0,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,5,2,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,5,3,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,5,6,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,6,2,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,7,1,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,7,2,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.804,0x352,7,6,,,10,10,15,113,0.1992479074680321,
generic-event,事件附近变化,121.520,0x712,6,1,,,10,10,37,269,1.0589637216679961,
generic-event,事件附近变化,121.501,0x401,0,4,,,10,10,20,238,0.3604271591497927,
generic-event,事件附近变化,121.105,0x320,0,7,,,10,10,40,217,0.6004586539243544,
generic-event,事件附近变化,121.089,0x285,3,3,,,10,10,60,455,0.7970492559373827,
generic-event,事件附近变化,121.089,0x285,4,4,,,10,10,60,455,0.7970492559373827,
generic-event,事件附近变化,121.005,0x285,1,1,,,10,10,60,454,0.7981772282971443,
generic-event,事件附近变化,121.005,0x285,1,7,,,10,10,60,454,0.7981772282971443,
generic-event,事件附近变化,121.005,0x285,2,1,,,10,10,60,454,0.5940615000356659,
generic-event,事件附近变化,121.005,0x285,2,7,,,10,10,60,454,0.5940615000356659,
generic-event,事件附近变化,121.005,0x285,3,6,,,10,10,60,454,0.5940615000356659,
generic-event,事件附近变化,121.005,0x285,4,0,,,10,10,60,454,0.7981772282971443,
generic-event,事件附近变化,121.005,0x285,4,7,,,10,10,60,454,0.5940615000356659,
generic-event,事件附近变化,121.005,0x285,6,1,,,10,10,60,454,0.7981772282971443,
generic-event,事件附近变化,121.005,0x285,6,2,,,10,10,60,454,0.7981772282971443,
generic-event,事件附近变化,121.005,0x285,6,3,,,10,10,60,454,0.5940615000356659,
generic-event,事件附近变化,121.005,0x285,6,4,,,10,10,60,454,0.7981772282971443,
generic-event,事件附近变化,121.005,0x285,6,6,,,10,10,60,454,0.7981772282971443,
generic-event,事件附近变化,121.005,0x285,6,7,,,10,10,60,454,0.7981772282971443,
generic-event,事件附近变化,120.984,0x320,3,3,,,10,10,30,226,0.6014303818348878,
generic-event,事件附近变化,120.958,0x712,6,4,,,10,10,33,242,0.42805307597967834,
generic-event,事件附近变化,120.761,0x712,0,1,,,10,10,20,237,0.601034722983001,
generic-event,事件附近变化,120.761,0x712,2,4,,,10,10,20,237,0.8012336527735302,
generic-event,事件附近变化,120.761,0x712,4,6,,,10,10,20,237,0.7634681308729607,
generic-event,事件附近变化,120.593,0x372,7,4,,,10,10,70,442,1.3196434560879924,
generic-event,事件附近变化,120.590,0x3A8,0,0,,,10,10,60,454,0.34625797875310566,
generic-event,事件附近变化,120.571,0x7AA,6,6,,,10,10,75,435,0.9613986568548019,
generic-event,事件附近变化,120.533,0x372,6,7,,,10,10,78,451,1.292636615591915,
generic-event,事件附近变化,120.489,0x372,3,5,,,10,10,38,204,1.084642405115102,
generic-event,事件附近变化,120.459,0x289,4,3,,,10,10,89,579,0.8174236829590659,
generic-event,事件附近变化,120.446,0x712,4,5,,,10,10,60,453,0.8793128309720384,
generic-event,事件附近变化,120.319,0x372,7,6,,,10,10,40,216,0.883151827059258,
generic-event,事件附近变化,120.310,0x712,4,1,,,10,10,35,279,0.887645901073614,
generic-event,事件附近变化,120.305,0x372,2,5,,,10,10,50,465,0.7161243064416416,
generic-event,事件附近变化,120.286,0x253,0,0,,,10,10,60,455,0.7945483346098899,
generic-event,事件附近变化,120.279,0x712,4,3,,,10,10,36,305,0.8540959040317113,
generic-event,事件附近变化,120.259,0x712,6,3,,,10,10,49,337,0.822394993862471,
generic-event,事件附近变化,120.236,0x285,0,1,,,10,10,60,455,0.5939790426907454,
generic-event,事件附近变化,120.236,0x285,1,2,,,10,10,60,455,0.5939790426907454,
generic-event,事件附近变化,120.236,0x285,2,0,,,10,10,60,455,0.5939790426907454,
generic-event,事件附近变化,120.236,0x285,3,0,,,10,10,60,455,0.5939790426907454,
generic-event,事件附近变化,120.236,0x285,4,3,,,10,10,60,455,0.5939790426907454,
generic-event,事件附近变化,120.184,0x712,2,2,,,10,10,31,330,0.9722737922695678,
generic-event,事件附近变化,120.173,0x285,0,2,,,10,10,60,455,0.3904222216904112,
generic-event,事件附近变化,120.173,0x285,2,4,,,10,10,60,455,0.3904222216904112,
generic-event,事件附近变化,120.173,0x285,3,1,,,10,10,60,455,0.3904222216904112,
generic-event,事件附近变化,120.173,0x285,3,2,,,10,10,60,455,0.3904222216904112,
generic-event,事件附近变化,120.173,0x285,4,1,,,10,10,60,455,0.3904222216904112,
generic-event,事件附近变化,120.123,0x3A8,1,7,,,10,10,20,238,0.28546888416231997,
generic-event,事件附近变化,120.042,0x4E2,2,2,,,10,10,78,565,0.3544625985560355,
generic-event,事件附近变化,120.023,0x23E,7,7,,,10,10,51,369,0.18344625428152653,
generic-event,事件附近变化,119.991,0x712,4,4,,,10,10,48,384,0.9339612626246114,
generic-event,事件附近变化,119.963,0x381,0,4,,,10,10,31,235,0.18544628972304447,
generic-event,事件附近变化,119.928,0x359,0,1,,,10,10,69,524,0.25479191460495754,
generic-event,事件附近变化,119.896,0x712,2,3,,,10,10,43,373,1.083585530998312,
generic-event,事件附近变化,119.881,0x7B8,2,0,,,10,10,43,324,0.16032336910440273,
generic-event,事件附近变化,119.778,0x2C4,3,1,,,10,10,56,410,0.5740599962625104,
generic-event,事件附近变化,119.760,0x2C4,0,3,,,10,10,29,216,0.49254596895310987,
generic-event,事件附近变化,119.730,0x4E2,1,2,,,10,10,79,564,0.35726413814209673,
generic-event,事件附近变化,119.697,0x2C4,6,6,,,10,10,54,386,0.9242580687360551,
generic-event,事件附近变化,119.680,0x75D,0,1,,,10,10,46,321,0.24774816316016948,
generic-event,事件附近变化,119.671,0x2C4,6,5,,,10,10,62,432,0.8965206855769217,
generic-event,事件附近变化,119.651,0x7AA,7,0,,,10,10,60,455,0.5333840543536542,
generic-event,事件附近变化,119.651,0x7AA,7,5,,,10,10,60,455,0.4477983890056922,
generic-event,事件附近变化,119.632,0x2E3,2,5,,,10,10,45,260,0.7217535045789766,
generic-event,事件附近变化,119.628,0x372,1,6,,,10,10,72,583,0.6184308946536476,
generic-event,事件附近变化,119.621,0x712,2,0,,,10,10,36,298,0.9212320212803229,
generic-event,事件附近变化,119.592,0x7AA,4,3,,,10,10,90,675,0.6006576934534387,
generic-event,事件附近变化,119.586,0x7AA,0,2,,,10,10,50,465,0.3909459623287021,
generic-event,事件附近变化,119.583,0x372,7,0,,,10,10,40,217,0.7342215955210003,
generic-event,事件附近变化,119.571,0x2B4,0,2,,,10,10,74,511,0.8217068027096447,
generic-event,事件附近变化,119.563,0x3B2,0,0,,,10,10,49,347,0.7409334430777114,
generic-event,事件附近变化,119.531,0x2C4,1,6,,,10,10,61,448,1.125566829590678,
generic-event,事件附近变化,119.527,0x712,4,0,,,10,10,40,314,0.8937359437891996,
generic-event,事件附近变化,119.523,0x7AA,7,4,,,10,10,40,475,0.8692360182196137,
generic-event,事件附近变化,119.520,0x289,4,1,,,10,10,61,453,0.9144827840704747,
generic-event,事件附近变化,119.498,0x401,0,3,,,10,10,50,465,0.6233640400265281,
generic-event,事件附近变化,119.477,0x359,0,2,,,10,10,45,352,0.430649973420251,
generic-event,事件附近变化,119.470,0x719,0,3,,,10,10,52,416,0.45420075192579695,
generic-event,事件附近变化,119.457,0x2B4,4,2,,,10,10,71,596,0.7020512548838228,
generic-event,事件附近变化,119.456,0x39A,0,4,,,10,10,150,844,1.9135875881925997,
generic-event,事件附近变化,119.455,0x4E2,1,3,,,10,10,37,285,0.2549881809102343,
generic-event,事件附近变化,119.433,0x372,3,4,,,10,10,96,651,1.129234797728591,
generic-event,事件附近变化,119.427,0x2C4,1,1,,,10,10,44,324,0.47475141815014615,
generic-event,事件附近变化,119.385,0x229,0,0,,,10,10,59,422,0.5589904164471797,
generic-event,事件附近变化,119.359,0x359,4,0,,,10,10,79,613,0.6704243250538278,
generic-event,事件附近变化,119.336,0x2B4,0,1,,,10,10,82,551,0.762389207532459,
generic-event,事件附近变化,119.335,0x7AA,6,4,,,10,10,113,658,0.8892973669480896,
generic-event,事件附近变化,119.305,0x2B4,4,1,,,10,10,79,563,0.7295810727360353,
generic-event,事件附近变化,119.299,0x372,2,3,,,10,10,90,681,0.8059295203450566,
generic-event,事件附近变化,119.270,0x39A,0,5,,,10,10,150,898,1.1738052739546507,
generic-event,事件附近变化,119.270,0x39A,0,6,,,10,10,150,898,1.1738052739546507,
generic-event,事件附近变化,119.270,0x39A,0,7,,,10,10,150,898,1.1738052739546507,
generic-event,事件附近变化,119.267,0x4E3,1,1,,,10,10,77,566,0.35581950563328435,
generic-event,事件附近变化,119.260,0x7B8,7,5,,,10,10,66,462,0.7481380298360149,
generic-event,事件附近变化,119.241,0x7AA,6,2,,,10,10,99,653,0.8063569300832663,
generic-event,事件附近变化,119.235,0x2F1,0,2,,,10,10,32,238,0.2734087961968522,
generic-event,事件附近变化,119.225,0x2E3,5,1,,,10,10,34,242,0.40719919682948985,
generic-event,事件附近变化,119.212,0x372,2,1,,,10,10,98,701,0.7246634823443898,
generic-event,事件附近变化,119.196,0x372,5,1,,,10,10,30,302,0.9767955184063312,
generic-event,事件附近变化,119.183,0x7AA,1,2,,,10,10,98,694,0.47869391799892264,
generic-event,事件附近变化,119.181,0x712,0,0,,,10,10,80,691,0.8964279300810762,
generic-event,事件附近变化,119.172,0x372,1,1,,,10,10,84,679,0.6552482831287132,
generic-event,事件附近变化,119.163,0x372,2,4,,,10,10,90,681,0.4529262722959528,
generic-event,事件附近变化,119.159,0x343,3,4,,,10,10,72,554,0.7347497455923602,
generic-event,事件附近变化,119.141,0x372,3,0,,,10,10,72,686,0.8560069335432385,
generic-event,事件附近变化,119.137,0x372,1,2,,,10,10,90,687,0.6413191048543305,
generic-event,事件附近变化,119.136,0x7AA,4,1,,,10,10,92,628,0.7179437430404297,
generic-event,事件附近变化,119.111,0x719,1,6,,,10,10,53,415,0.7589045448706725,
generic-event,事件附近变化,119.091,0x7B8,7,7,,,10,10,75,589,0.6589281296368322,
generic-event,事件附近变化,119.074,0x788,2,4,,,10,10,101,757,0.3332277296251964,
generic-event,事件附近变化,119.069,0x2F1,3,7,,,10,10,64,476,0.481178838858814,
generic-event,事件附近变化,119.067,0x2E3,1,6,,,10,10,30,194,0.9492085517587981,
generic-event,事件附近变化,119.061,0x359,1,2,,,10,10,105,786,0.5743377855220926,
generic-event,事件附近变化,119.046,0x7FF,0,1,,,10,10,66,505,0.19329309464764463,
generic-event,事件附近变化,119.042,0x7B8,1,7,,,10,10,65,400,0.5722464817116776,
generic-event,事件附近变化,119.039,0x285,0,6,,,10,10,60,454,0.7976785024917752,
generic-event,事件附近变化,119.039,0x285,1,6,,,10,10,60,454,0.7976785024917752,
generic-event,事件附近变化,119.039,0x285,2,5,,,10,10,60,454,0.7976785024917752,
generic-event,事件附近变化,119.039,0x285,2,6,,,10,10,60,454,0.7976785024917752,
generic-event,事件附近变化,119.037,0x372,6,4,,,10,10,124,743,0.8559910419218633,
generic-event,事件附近变化,119.029,0x7AA,4,2,,,10,10,82,650,0.5346313582825554,
generic-event,事件附近变化,119.025,0x788,2,0,,,10,10,99,759,0.33331406789279083,
generic-event,事件附近变化,119.017,0x229,0,4,,,10,10,77,566,0.35413029413618896,
generic-event,事件附近变化,119.016,0x285,0,0,,,10,10,120,909,1.028160009225958,
generic-event,事件附近变化,119.016,0x285,1,4,,,10,10,120,909,1.028160009225958,
generic-event,事件附近变化,119.016,0x285,2,2,,,10,10,120,909,1.028160009225958,
generic-event,事件附近变化,119.016,0x285,4,2,,,10,10,120,909,1.028160009225958,
generic-event,事件附近变化,119.014,0x2F1,1,0,,,10,10,60,414,0.514953694571835,
generic-event,事件附近变化,119.012,0x78A,4,0,,,10,10,63,465,0.7800292336021036,
generic-event,事件附近变化,119.011,0x4E2,2,7,,,10,10,39,282,0.749917501748667,
generic-event,事件附近变化,119.011,0x4E2,5,4,,,10,10,39,282,0.749917501748667,
generic-event,事件附近变化,119.011,0x4E2,5,5,,,10,10,39,282,0.749917501748667,
generic-event,事件附近变化,119.011,0x4E2,5,6,,,10,10,39,282,0.749917501748667,
generic-event,事件附近变化,119.005,0x75D,0,0,,,10,10,68,482,0.3201806965531572,
generic-event,事件附近变化,119.000,0x798,4,1,,,10,10,43,325,0.42924825988840665,
generic-event,事件附近变化,119.000,0x798,5,3,,,10,10,43,325,0.42924825988840665,
generic-event,事件附近变化,118.995,0x2E3,5,0,,,10,10,34,243,0.4747878398801057,
generic-event,事件附近变化,118.989,0x372,4,7,,,10,10,62,337,1.1867950376344847,
generic-event,事件附近变化,118.978,0x712,6,2,,,10,10,47,330,0.9314584132470305,
generic-event,事件附近变化,118.977,0x3DB,0,1,,,10,10,24,169,0.35351749783581854,
generic-event,事件附近变化,118.976,0x798,4,3,,,10,10,51,418,0.43861303667763407,
generic-event,事件附近变化,118.973,0x2C4,1,3,,,10,10,59,431,0.7045836341131745,
generic-event,事件附近变化,118.951,0x7B8,0,5,,,10,10,52,393,0.5298268884719796,
generic-event,事件附近变化,118.946,0x7FF,1,2,,,10,10,68,503,0.4831938812883266,
generic-event,事件附近变化,118.946,0x7FF,1,7,,,10,10,68,503,0.4831938812883266,
generic-event,事件附近变化,118.927,0x2F1,2,0,,,10,10,68,527,0.6282002418035479,
generic-event,事件附近变化,118.926,0x2C4,4,2,,,10,10,40,328,0.9761755434683594,
generic-event,事件附近变化,118.924,0x2B4,0,0,,,10,10,73,565,0.7523719170900581,
generic-event,事件附近变化,118.920,0x798,0,7,,,10,10,79,634,0.5404885186561168,
generic-event,事件附近变化,118.911,0x2E2,3,2,,,10,10,45,322,0.2607580786362611,
generic-event,事件附近变化,118.900,0x381,1,0,,,10,10,94,663,0.9507619011929228,
generic-event,事件附近变化,118.898,0x320,0,0,,,10,10,60,454,0.3454189537093657,
generic-event,事件附近变化,118.897,0x359,0,7,,,10,10,56,439,0.6249896303952566,
generic-event,事件附近变化,118.891,0x38A,0,1,,,10,10,100,757,0.33341355247384774,
generic-event,事件附近变化,118.888,0x2C4,1,4,,,10,10,58,432,0.6920860655450067,
generic-event,事件附近变化,118.886,0x2B3,4,6,,,10,10,96,757,0.5784985484675226,
generic-event,事件附近变化,118.882,0x3C8,0,0,,,10,10,129,974,0.31902495757622873,
generic-event,事件附近变化,118.872,0x712,2,1,,,10,10,34,222,1.2252235749954508,
generic-event,事件附近变化,118.867,0x2E2,0,1,,,10,10,47,320,0.24679839196744258,
generic-event,事件附近变化,118.865,0x2E3,2,2,,,10,10,28,186,0.5939142488018796,
generic-event,事件附近变化,118.859,0x381,6,0,,,10,10,94,699,0.8191323476219489,
generic-event,事件附近变化,118.848,0x2C4,1,7,,,10,10,58,432,0.6842611696346499,
generic-event,事件附近变化,118.841,0x2E3,1,0,,,10,10,28,178,0.6379868987831954,
generic-event,事件附近变化,118.838,0x318,7,2,,,10,10,76,598,0.15713727386401843,
generic-event,事件附近变化,118.833,0x2E3,2,3,,,10,10,26,188,0.39821181483222734,
generic-event,事件附近变化,118.832,0x7AA,2,2,,,10,10,130,870,0.43884193939442984,
generic-event,事件附近变化,118.832,0x718,0,0,,,10,10,70,444,0.3472354446214061,
generic-event,事件附近变化,118.822,0x4E2,1,0,,,10,10,115,849,0.5597159125993266,
generic-event,事件附近变化,118.817,0x788,0,3,,,10,10,87,729,0.7543401560092495,
generic-event,事件附近变化,118.807,0x2C4,7,0,,,10,10,44,284,1.1077283466894177,
generic-event,事件附近变化,118.792,0x798,0,1,,,10,10,85,650,0.2470558730121311,
generic-event,事件附近变化,118.791,0x229,0,5,,,10,10,74,569,0.433199320714527,
generic-event,事件附近变化,118.791,0x7B8,4,4,,,10,10,83,608,0.5934551933590128,
generic-event,事件附近变化,118.783,0x2C4,1,0,,,10,10,71,533,0.5803529560765491,
generic-event,事件附近变化,118.781,0x709,0,0,,,10,10,47,352,0.17222237138348054,
generic-event,事件附近变化,118.781,0x249,0,2,,,10,10,73,571,0.35390172683850046,
generic-event,事件附近变化,118.777,0x7B8,0,4,,,10,10,72,493,0.5453517701940312,
generic-event,事件附近变化,118.767,0x7B8,0,7,,,10,10,42,326,0.4290206582713219,
generic-event,事件附近变化,118.767,0x7B8,1,3,,,10,10,42,326,0.4290206582713219,
generic-event,事件附近变化,118.767,0x7B8,5,2,,,10,10,42,326,0.4290206582713219,
generic-event,事件附近变化,118.766,0x798,0,4,,,10,10,45,364,0.4268972989208286,
generic-event,事件附近变化,118.765,0x712,6,6,,,10,10,50,462,0.8307015145305227,
generic-event,事件附近变化,118.760,0x788,0,5,,,10,10,97,743,0.43424603344995066,
generic-event,事件附近变化,118.757,0x75D,6,7,,,10,10,45,308,0.556794236248905,
generic-event,事件附近变化,118.743,0x3F9,0,1,,,10,10,66,506,0.19224799388580685,
generic-event,事件附近变化,118.742,0x2B3,0,1,,,10,10,117,892,0.15588347033860442,
generic-event,事件附近变化,118.742,0x7AA,6,1,,,10,10,100,563,1.0089843553622455,
generic-event,事件附近变化,118.735,0x381,0,2,,,10,10,92,703,0.24825952883920085,
generic-event,事件附近变化,118.734,0x788,0,0,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,2,6,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,3,0,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,3,1,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,4,0,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,4,1,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,4,2,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,4,3,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,4,4,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,4,5,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,4,6,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,4,7,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,5,0,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,5,5,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,5,7,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,6,3,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,7,1,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.734,0x788,7,4,,,10,10,100,758,0.3329527295609658,
generic-event,事件附近变化,118.732,0x2F1,0,0,,,10,10,143,1075,0.21732073042608158,
generic-event,事件附近变化,118.729,0x4E2,4,3,,,10,10,43,314,0.8016398008332692,
generic-event,事件附近变化,118.727,0x3C0,0,1,,,10,10,82,620,0.20355894201680386,
generic-event,事件附近变化,118.721,0x2B3,1,6,,,10,10,118,891,0.43649506175658276,
generic-event,事件附近变化,118.718,0x360,0,1,,,10,10,79,621,0.23777014794502077,
generic-event,事件附近变化,118.714,0x7B8,1,1,,,10,10,85,650,0.24817121118734195,
generic-event,事件附近变化,118.707,0x372,3,2,,,10,10,110,793,0.5619222887827153,
generic-event,事件附近变化,118.704,0x7FF,1,0,,,10,10,33,252,0.33337063497157515,
generic-event,事件附近变化,118.700,0x788,0,7,,,10,10,100,758,0.33351801572385364,
generic-event,事件附近变化,118.700,0x788,1,2,,,10,10,100,758,0.33351801572385364,
generic-event,事件附近变化,118.700,0x788,1,3,,,10,10,100,758,0.33351801572385364,
generic-event,事件附近变化,118.700,0x788,1,4,,,10,10,100,758,0.33351801572385364,
generic-event,事件附近变化,118.700,0x788,1,5,,,10,10,100,758,0.33351801572385364,
generic-event,事件附近变化,118.700,0x788,1,7,,,10,10,100,758,0.33351801572385364,
generic-event,事件附近变化,118.700,0x788,2,5,,,10,10,100,758,0.33351801572385364,
generic-event,事件附近变化,118.700,0x788,3,5,,,10,10,100,758,0.33351801572385364,
generic-event,事件附近变化,118.700,0x788,3,6,,,10,10,100,758,0.33351801572385364,
generic-event,事件附近变化,118.696,0x78A,2,1,,,10,10,85,650,0.24686148008398212,
generic-event,事件附近变化,118.695,0x798,1,0,,,10,10,89,671,0.7397318182354184,
generic-event,事件附近变化,118.688,0x343,3,5,,,10,10,65,491,0.8545237589574091,
generic-event,事件附近变化,118.676,0x379,2,0,,,10,10,56,370,0.8932230544152046,
generic-event,事件附近变化,118.668,0x2F1,4,2,,,10,10,48,358,0.7592687222195423,
generic-event,事件附近变化,118.667,0x7FF,5,2,,,10,10,67,504,0.5767382187105882,
generic-event,事件附近变化,118.665,0x7FF,6,3,,,10,10,68,503,0.5765216820486437,
generic-event,事件附近变化,118.659,0x7B8,4,6,,,10,10,44,338,0.4544208837077571,
generic-event,事件附近变化,118.649,0x2B3,0,5,,,10,10,90,705,0.7049166965200286,
generic-event,事件附近变化,118.647,0x2C4,2,3,,,10,10,49,357,1.1315668231598732,
generic-event,事件附近变化,118.639,0x2B3,4,7,,,10,10,86,671,0.6790376374930491,
generic-event,事件附近变化,118.638,0x39A,3,5,,,10,10,150,1109,0.7719060893273059,
generic-event,事件附近变化,118.633,0x379,4,5,,,10,10,23,191,0.3338500480770188,
generic-event,事件附近变化,118.633,0x379,5,1,,,10,10,23,191,0.3338500480770188,
generic-event,事件附近变化,118.633,0x379,5,2,,,10,10,23,191,0.3338500480770188,
generic-event,事件附近变化,118.633,0x379,5,4,,,10,10,23,191,0.3338500480770188,
generic-event,事件附近变化,118.633,0x379,6,5,,,10,10,23,191,0.3338500480770188,
generic-event,事件附近变化,118.631,0x7AA,1,3,,,10,10,100,748,0.8597363349261886,
generic-event,事件附近变化,118.631,0x78A,6,5,,,10,10,42,326,0.42496025494898315,
generic-event,事件附近变化,118.631,0x78A,6,6,,,10,10,42,326,0.42496025494898315,
generic-event,事件附近变化,118.631,0x78A,7,1,,,10,10,42,326,0.4291315837495428,
generic-event,事件附近变化,118.628,0x798,7,4,,,10,10,101,743,0.5173250405030916,
generic-event,事件附近变化,118.614,0x798,7,1,,,10,10,61,472,0.7885137274144985,
generic-event,事件附近变化,118.612,0x719,1,5,,,10,10,52,416,0.7148938464408882,
generic-event,事件附近变化,118.609,0x798,7,5,,,10,10,72,562,0.6837649958836959,
generic-event,事件附近变化,118.609,0x7AA,1,4,,,10,10,91,551,1.0197456687027653,
generic-event,事件附近变化,118.606,0x7FF,4,5,,,10,10,34,251,0.3333648628231666,
generic-event,事件附近变化,118.605,0x2C4,0,2,,,10,10,41,328,0.32087919252114533,
generic-event,事件附近变化,118.603,0x718,0,1,,,10,10,30,227,0.20038753584019975,
generic-event,事件附近变化,118.600,0x7AA,1,1,,,10,10,83,699,0.8512471082528354,
generic-event,事件附近变化,118.590,0x359,7,1,,,10,10,83,611,0.8831147854170901,
generic-event,事件附近变化,118.589,0x2B3,3,3,,,10,10,139,1062,0.6672853238229014,
generic-event,事件附近变化,118.578,0x798,2,3,,,10,10,86,647,0.2553668754794382,
generic-event,事件附近变化,118.574,0x229,0,3,,,10,10,76,567,0.4331609342145714,
generic-event,事件附近变化,118.574,0x4E2,0,6,,,10,10,38,284,0.7519477893419017,
generic-event,事件附近变化,118.574,0x4E2,2,6,,,10,10,38,284,0.7519477893419017,
generic-event,事件附近变化,118.571,0x2F9,3,5,,,10,10,53,376,0.33302629308818105,
generic-event,事件附近变化,118.568,0x3C8,0,1,,,10,10,85,649,0.24743907155959532,
generic-event,事件附近变化,118.568,0x7AA,2,1,,,10,10,134,950,0.49825052451628776,
generic-event,事件附近变化,118.567,0x3E8,0,1,,,10,10,86,649,0.24699320138989378,
generic-event,事件附近变化,118.566,0x712,0,2,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x712,1,1,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x712,1,3,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x712,1,5,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x712,2,6,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x712,2,7,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x712,3,0,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x712,3,2,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x712,3,3,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x712,4,7,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x712,5,0,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x712,5,2,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x712,5,3,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x712,6,7,,,10,10,30,227,0.20680270847451024,
generic-event,事件附近变化,118.566,0x712,7,0,,,10,10,30,227,0.20680270847451024,
generic-event,事件附近变化,118.566,0x712,7,2,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x712,7,3,,,10,10,30,227,0.20445328675702235,
generic-event,事件附近变化,118.566,0x798,3,6,,,10,10,85,650,0.2477746387397759,
generic-event,事件附近变化,118.562,0x359,4,1,,,10,10,45,351,0.7010714790750965,
generic-event,事件附近变化,118.557,0x798,4,4,,,10,10,42,330,0.6546196855800187,
generic-event,事件附近变化,118.556,0x3A1,7,5,,,10,10,150,1138,0.21970947705760777,
generic-event,事件附近变化,118.553,0x7AA,3,5,,,10,10,108,790,0.5289241767214148,
