profile,role,score,can_id,byte,bit_in_byte,dbc_message,activity_enrichment,event_hits,event_total,inside_transitions,outside_transitions,period_cv,stable_purity
generic-event,事件附近变化,116.569,0x545,0,6,EXP_windowMotionFeedback_LEFT,,10,10,274,2144,0.6650939897347214,
generic-event,事件附近变化,116.564,0x234,2,1,,,10,10,300,2190,1.6284172327041577,
generic-event,事件附近变化,116.558,0x2E3,3,1,,,10,10,42,326,0.6306343650202213,
generic-event,事件附近变化,116.554,0x2E2,2,2,,,10,10,29,240,0.7745579235588642,
generic-event,事件附近变化,116.554,0x2E2,2,3,,,10,10,29,240,0.7745579235588642,
generic-event,事件附近变化,116.543,0x401,2,4,,,10,10,232,2127,1.2621794181559471,
generic-event,事件附近变化,116.533,0x243,1,3,,,10,10,300,2274,0.5978646125554004,
generic-event,事件附近变化,116.533,0x243,1,6,,,10,10,300,2274,0.5978646125554004,
generic-event,事件附近变化,116.533,0x243,1,7,,,10,10,300,2274,0.5978646125554004,
generic-event,事件附近变化,116.533,0x243,2,0,,,10,10,300,2274,0.5978646125554004,
generic-event,事件附近变化,116.532,0x243,4,4,,,10,10,300,2275,0.20531876720079167,
generic-event,事件附近变化,116.530,0x677,0,0,,,10,10,290,2285,0.34085727744586475,
generic-event,事件附近变化,116.512,0x545,2,0,EXP_windowMotionFeedback_LEFT,,10,10,277,1959,0.70406491012682,
generic-event,事件附近变化,116.497,0x7B8,3,0,,,10,10,85,695,0.6448689065241213,
generic-event,事件附近变化,116.496,0x3A2,3,3,,,10,10,263,2209,0.9817640033862614,
generic-event,事件附近变化,116.495,0x3A2,4,0,,,10,10,266,1942,0.8843483986096251,
generic-event,事件附近变化,116.485,0x719,5,2,,,10,10,55,413,0.82001681481121,
generic-event,事件附近变化,116.485,0x719,6,0,,,10,10,55,413,0.82001681481121,
generic-event,事件附近变化,116.485,0x719,6,2,,,10,10,55,413,0.82001681481121,
generic-event,事件附近变化,116.484,0x359,5,2,,,10,10,56,436,1.2551393610299626,
generic-event,事件附近变化,116.481,0x243,3,7,,,10,10,299,2276,0.31752147571256856,
generic-event,事件附近变化,116.470,0x3B2,4,6,,,10,10,20,142,0.8304358768194968,
generic-event,事件附近变化,116.445,0x3A2,3,5,,,10,10,293,2247,0.5459527146435813,
generic-event,事件附近变化,116.435,0x2C1,1,3,,,10,10,300,2388,0.6184693158605403,
generic-event,事件附近变化,116.431,0x2C1,1,4,,,10,10,300,2391,0.6167756022172772,
generic-event,事件附近变化,116.429,0x7AA,6,7,,,10,10,62,458,0.5377074925840907,
generic-event,事件附近变化,116.429,0x261,4,2,,,10,10,272,2208,2.0960212047600417,
generic-event,事件附近变化,116.421,0x2E3,0,3,,,10,10,25,189,0.6688319506373983,
generic-event,事件附近变化,116.417,0x3A2,4,2,,,10,10,302,2298,0.33391109999852847,
generic-event,事件附近变化,116.403,0x2C4,6,7,,,10,10,55,393,0.7295997815291566,
generic-event,事件附近变化,116.399,0x401,2,1,,,10,10,245,2079,1.3733058104763318,
generic-event,事件附近变化,116.396,0x719,3,0,,,10,10,58,410,0.8192520785690719,
generic-event,事件附近变化,116.396,0x719,3,3,,,10,10,58,410,0.8192520785690719,
generic-event,事件附近变化,116.396,0x719,4,7,,,10,10,58,410,0.8192520785690719,
generic-event,事件附近变化,116.393,0x3C0,2,4,,,10,10,27,207,0.8211522616528133,
generic-event,事件附近变化,116.392,0x545,7,4,EXP_windowMotionFeedback_LEFT,,10,10,216,1838,0.5593507539477075,
generic-event,事件附近变化,116.392,0x719,4,2,,,10,10,140,1032,0.9047513697161655,
generic-event,事件附近变化,116.386,0x545,5,6,EXP_windowMotionFeedback_LEFT,,10,10,299,2279,0.3676252193915538,
generic-event,事件附近变化,116.384,0x3A2,0,6,,,10,10,303,2293,0.339067524149349,
generic-event,事件附近变化,116.382,0x401,6,0,,,10,10,270,2123,1.3699122687064553,
generic-event,事件附近变化,116.381,0x3A2,1,0,,,10,10,305,2295,0.33383455387331007,
generic-event,事件附近变化,116.381,0x3A2,1,2,,,10,10,305,2295,0.33383455387331007,
generic-event,事件附近变化,116.381,0x3A2,2,1,,,10,10,305,2295,0.33383455387331007,
generic-event,事件附近变化,116.381,0x3A2,2,4,,,10,10,305,2295,0.33383455387331007,
generic-event,事件附近变化,116.381,0x3A2,2,6,,,10,10,305,2295,0.33383455387331007,
generic-event,事件附近变化,116.381,0x3A2,3,7,,,10,10,305,2295,0.33383455387331007,
generic-event,事件附近变化,116.381,0x3A2,7,0,,,10,10,305,2295,0.33383455387331007,
generic-event,事件附近变化,116.381,0x3A2,7,1,,,10,10,305,2295,0.33383455387331007,
generic-event,事件附近变化,116.381,0x3A2,7,4,,,10,10,305,2295,0.33383455387331007,
generic-event,事件附近变化,116.381,0x3A2,7,5,,,10,10,305,2295,0.33383455387331007,
generic-event,事件附近变化,116.381,0x3A2,7,6,,,10,10,305,2295,0.33383455387331007,
generic-event,事件附近变化,116.379,0x3A2,1,7,,,10,10,303,2297,0.33393534480424597,
generic-event,事件附近变化,116.375,0x2B3,2,1,,,10,10,104,784,0.9381064174190916,
generic-event,事件附近变化,116.375,0x2B3,7,2,,,10,10,47,359,0.7185744718842824,
generic-event,事件附近变化,116.372,0x2B3,2,0,,,10,10,59,489,0.9524600259392328,
generic-event,事件附近变化,116.368,0x7B8,3,4,,,10,10,48,377,0.7850811169178551,
generic-event,事件附近变化,116.365,0x545,2,5,EXP_windowMotionFeedback_LEFT,,10,10,305,2295,0.33393090205638903,
generic-event,事件附近变化,116.365,0x545,4,2,EXP_windowMotionFeedback_LEFT,,10,10,305,2295,0.33393090205638903,
generic-event,事件附近变化,116.365,0x545,4,4,EXP_windowMotionFeedback_LEFT,,10,10,305,2295,0.33393090205638903,
generic-event,事件附近变化,116.365,0x545,4,7,EXP_windowMotionFeedback_LEFT,,10,10,305,2295,0.33393090205638903,
generic-event,事件附近变化,116.365,0x545,6,0,EXP_windowMotionFeedback_LEFT,,10,10,305,2295,0.33393090205638903,
generic-event,事件附近变化,116.365,0x545,6,3,EXP_windowMotionFeedback_LEFT,,10,10,305,2295,0.33393090205638903,
generic-event,事件附近变化,116.358,0x343,2,3,,,10,10,65,477,0.9401014870470484,
generic-event,事件附近变化,116.353,0x2B3,6,7,,,10,10,120,888,1.197163570086554,
generic-event,事件附近变化,116.353,0x3F9,0,3,,,10,10,35,251,0.7755985408188287,
generic-event,事件附近变化,116.350,0x229,0,6,,,10,10,56,424,1.0980892588624596,
generic-event,事件附近变化,116.345,0x381,3,6,,,10,10,183,1403,1.0598769974311222,
generic-event,事件附近变化,116.342,0x7AA,3,7,,,10,10,110,762,0.6009772028640595,
generic-event,事件附近变化,116.331,0x2E1,2,0,,,10,10,315,2367,0.235782257762928,
generic-event,事件附近变化,116.329,0x379,6,4,,,10,10,51,379,0.8176375760580029,
generic-event,事件附近变化,116.327,0x343,2,4,,,10,10,66,482,0.937196880061986,
generic-event,事件附近变化,116.327,0x343,2,5,,,10,10,66,482,0.937196880061986,
generic-event,事件附近变化,116.325,0x719,3,2,,,10,10,113,823,0.9050923787485143,
generic-event,事件附近变化,116.325,0x719,3,4,,,10,10,113,823,0.9050923787485143,
generic-event,事件附近变化,116.325,0x2E1,7,3,,,10,10,314,2368,0.33086126960275947,
generic-event,事件附近变化,116.320,0x3A2,1,4,,,10,10,271,2175,0.6650914875957304,
generic-event,事件附近变化,116.314,0x545,2,1,EXP_windowMotionFeedback_LEFT,,10,10,299,2243,0.40634376807648936,
generic-event,事件附近变化,116.312,0x3B2,4,7,,,10,10,18,125,0.8256981568279566,
generic-event,事件附近变化,116.311,0x2C4,6,0,,,10,10,72,571,0.8768328321537768,
generic-event,事件附近变化,116.307,0x7FF,6,4,,,10,10,66,506,0.9636326277862314,
generic-event,事件附近变化,116.291,0x243,5,2,,,10,10,300,2275,0.19769586055916138,
generic-event,事件附近变化,116.286,0x243,0,1,,,10,10,300,2274,0.1962219448920252,
generic-event,事件附近变化,116.286,0x243,1,2,,,10,10,300,2274,0.1962219448920252,
generic-event,事件附近变化,116.286,0x243,2,6,,,10,10,300,2274,0.1962219448920252,
generic-event,事件附近变化,116.286,0x243,4,2,,,10,10,300,2274,0.1962219448920252,
generic-event,事件附近变化,116.286,0x243,4,3,,,10,10,300,2274,0.1962219448920252,
generic-event,事件附近变化,116.286,0x243,4,5,,,10,10,300,2274,0.1962219448920252,
generic-event,事件附近变化,116.286,0x243,6,6,,,10,10,300,2274,0.1962219448920252,
generic-event,事件附近变化,116.286,0x243,7,3,,,10,10,300,2274,0.1962219448920252,
generic-event,事件附近变化,116.286,0x243,7,5,,,10,10,300,2274,0.1962219448920252,
generic-event,事件附近变化,116.284,0x243,0,2,,,10,10,300,2275,0.5984391711205462,
generic-event,事件附近变化,116.284,0x243,3,0,,,10,10,300,2275,0.5984391711205462,
generic-event,事件附近变化,116.284,0x243,3,2,,,10,10,300,2275,0.1970416003538995,
generic-event,事件附近变化,116.284,0x243,3,3,,,10,10,300,2275,0.1970416003538995,
generic-event,事件附近变化,116.284,0x243,3,5,,,10,10,300,2275,0.5984391711205462,
generic-event,事件附近变化,116.284,0x243,3,6,,,10,10,300,2275,0.42743410084568007,
generic-event,事件附近变化,116.284,0x243,4,7,,,10,10,300,2275,0.1970416003538995,
generic-event,事件附近变化,116.284,0x243,6,0,,,10,10,300,2275,0.1970416003538995,
generic-event,事件附近变化,116.284,0x243,6,1,,,10,10,300,2275,0.5984391711205462,
generic-event,事件附近变化,116.284,0x243,7,0,,,10,10,300,2275,0.1970416003538995,
generic-event,事件附近变化,116.284,0x243,7,1,,,10,10,300,2275,0.5984391711205462,
generic-event,事件附近变化,116.284,0x352,3,0,,,10,10,11,116,0.4001477993565535,
generic-event,事件附近变化,116.281,0x3A1,7,7,,,10,10,168,1376,0.8213166589944524,
generic-event,事件附近变化,116.281,0x2E1,2,3,,,10,10,314,2368,0.22304730601310474,
generic-event,事件附近变化,116.278,0x31E,0,0,,,10,10,80,433,1.0400358142602717,
generic-event,事件附近变化,116.275,0x441,7,5,,,10,10,185,1425,0.7499978683596271,
generic-event,事件附近变化,116.270,0x261,4,6,,,10,10,313,2369,0.3335728221516295,
generic-event,事件附近变化,116.259,0x7FF,7,6,,,10,10,35,250,0.7777016511570469,
generic-event,事件附近变化,116.254,0x545,0,7,EXP_windowMotionFeedback_LEFT,,10,10,163,1107,1.520998585832989,
generic-event,事件附近变化,116.251,0x2C1,0,5,,,10,10,300,2274,0.597786086285244,
generic-event,事件附近变化,116.251,0x2C1,1,5,,,10,10,300,2274,0.5830607860924377,
generic-event,事件附近变化,116.251,0x2C1,3,4,,,10,10,300,2274,0.597786086285244,
generic-event,事件附近变化,116.251,0x2C1,3,5,,,10,10,300,2274,0.597786086285244,
generic-event,事件附近变化,116.251,0x2C1,3,6,,,10,10,300,2274,0.597786086285244,
generic-event,事件附近变化,116.251,0x2C1,3,7,,,10,10,300,2274,0.597786086285244,
generic-event,事件附近变化,116.251,0x2C1,4,1,,,10,10,300,2274,0.597786086285244,
generic-event,事件附近变化,116.249,0x2C1,0,1,,,10,10,300,2275,0.19637549911150676,
generic-event,事件附近变化,116.249,0x2C1,2,3,,,10,10,300,2275,0.20160156256091924,
generic-event,事件附近变化,116.249,0x2C1,2,5,,,10,10,300,2275,0.20160156256091924,
generic-event,事件附近变化,116.247,0x401,2,0,,,10,10,272,2174,1.3733114342825166,
generic-event,事件附近变化,116.245,0x3B2,5,3,,,10,10,22,134,0.9787745778468687,
generic-event,事件附近变化,116.234,0x261,7,5,,,10,10,292,2323,0.6857634882323863,
generic-event,事件附近变化,116.221,0x261,5,0,,,10,10,316,2366,0.6646352790059776,
generic-event,事件附近变化,116.221,0x261,6,3,,,10,10,316,2366,0.6646352790059776,
generic-event,事件附近变化,116.221,0x3FD,0,1,,,10,10,60,455,0.598250993340631,
generic-event,事件附近变化,116.221,0x3FD,3,2,,,10,10,60,455,0.7993098559615922,
generic-event,事件附近变化,116.221,0x3FD,3,3,,,10,10,60,455,0.7993098559615922,
generic-event,事件附近变化,116.221,0x3FD,3,4,,,10,10,60,455,0.7993098559615922,
generic-event,事件附近变化,116.221,0x3FD,3,5,,,10,10,60,455,0.7993098559615922,
generic-event,事件附近变化,116.221,0x3FD,4,5,,,10,10,60,455,0.7993098559615922,
generic-event,事件附近变化,116.221,0x3FD,6,0,,,10,10,60,455,0.7993098559615922,
generic-event,事件附近变化,116.221,0x3FD,7,4,,,10,10,60,455,0.598250993340631,
generic-event,事件附近变化,116.218,0x261,6,1,,,10,10,316,2366,0.33156250010040317,
generic-event,事件附近变化,116.215,0x401,6,4,,,10,10,220,1824,1.2169935336298825,
generic-event,事件附近变化,116.215,0x2E1,2,1,,,10,10,314,2368,0.225122617372722,
generic-event,事件附近变化,116.211,0x243,5,3,,,10,10,300,2275,0.19924112614554487,
generic-event,事件附近变化,116.207,0x2E1,1,6,,,10,10,314,2368,0.33396620052004666,
generic-event,事件附近变化,116.207,0x2E1,4,0,,,10,10,314,2368,0.33396620052004666,
generic-event,事件附近变化,116.206,0x2E1,2,4,,,10,10,313,2369,0.24890392756872273,
generic-event,事件附近变化,116.202,0x3A1,3,2,,,10,10,142,1158,1.1672499902866382,
generic-event,事件附近变化,116.199,0x545,0,1,EXP_windowMotionFeedback_LEFT,,10,10,302,2298,0.3362141460427213,
generic-event,事件附近变化,116.196,0x3A1,7,2,,,10,10,144,1160,1.168926306983126,
generic-event,事件附近变化,116.195,0x2E1,4,5,,,10,10,313,2370,0.6640803703699738,
generic-event,事件附近变化,116.195,0x2E1,6,7,,,10,10,313,2370,0.6640803703699738,
generic-event,事件附近变化,116.195,0x2E1,7,1,,,10,10,313,2370,0.6640803703699738,
generic-event,事件附近变化,116.195,0x2E1,7,5,,,10,10,313,2370,0.6640803703699738,
generic-event,事件附近变化,116.195,0x2E1,7,6,,,10,10,313,2370,0.6640803703699738,
generic-event,事件附近变化,116.194,0x7FF,1,6,,,10,10,66,506,0.9633160312208662,
generic-event,事件附近变化,116.194,0x7FF,4,3,,,10,10,66,506,0.9633160312208662,
generic-event,事件附近变化,116.191,0x3A2,1,5,,,10,10,304,2296,0.33436585500890653,
generic-event,事件附近变化,116.191,0x401,4,0,,,10,10,250,2201,1.3123176553747615,
generic-event,事件附近变化,116.189,0x3A2,0,1,,,10,10,302,2298,0.3342297085738232,
generic-event,事件附近变化,116.189,0x3A2,1,1,,,10,10,302,2298,0.3342297085738232,
generic-event,事件附近变化,116.189,0x3A2,1,3,,,10,10,302,2298,0.3342297085738232,
generic-event,事件附近变化,116.189,0x3A2,2,5,,,10,10,302,2298,0.3342297085738232,
generic-event,事件附近变化,116.189,0x3A2,4,5,,,10,10,302,2298,0.3342407883998151,
generic-event,事件附近变化,116.189,0x3A2,5,7,,,10,10,302,2298,0.33420129310878516,
generic-event,事件附近变化,116.189,0x3A2,6,6,,,10,10,302,2298,0.3342297085738232,
generic-event,事件附近变化,116.189,0x3A2,6,7,,,10,10,302,2298,0.33424329282188725,
generic-event,事件附近变化,116.188,0x2B3,3,4,,,10,10,127,1004,0.7073006034635658,
generic-event,事件附近变化,116.187,0x2E1,2,2,,,10,10,313,2370,0.24074529364065697,
generic-event,事件附近变化,116.186,0x2E1,0,2,,,10,10,312,2371,0.33323943086200714,
generic-event,事件附近变化,116.186,0x2E1,5,4,,,10,10,312,2371,0.32620505860569504,
generic-event,事件附近变化,116.186,0x2E1,6,2,,,10,10,312,2371,0.33323943086200714,
generic-event,事件附近变化,116.181,0x545,2,2,EXP_windowMotionFeedback_LEFT,,10,10,273,1987,0.7060722365123181,
generic-event,事件附近变化,116.180,0x75D,6,5,,,10,10,22,162,0.4297130349097004,
generic-event,事件附近变化,116.178,0x263,0,1,,,10,10,300,2274,0.22026571650036503,
generic-event,事件附近变化,116.178,0x263,3,4,,,10,10,300,2274,0.5857704946031348,
generic-event,事件附近变化,116.178,0x263,3,5,,,10,10,300,2274,0.5857704946031348,
generic-event,事件附近变化,116.178,0x263,4,3,,,10,10,300,2274,0.5857704946031348,
generic-event,事件附近变化,116.178,0x263,5,2,,,10,10,300,2274,0.21764454020598686,
generic-event,事件附近变化,116.178,0x263,5,6,,,10,10,300,2274,0.5857704946031348,
generic-event,事件附近变化,116.178,0x263,5,7,,,10,10,300,2274,0.5857704946031348,
generic-event,事件附近变化,116.177,0x263,1,4,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,1,6,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,1,7,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,2,0,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,2,1,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,2,2,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,2,6,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,2,7,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,3,0,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,3,7,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,4,2,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,4,7,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,5,0,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,5,1,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,6,2,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,6,4,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.177,0x263,6,6,,,10,10,300,2275,0.19281364340517707,
generic-event,事件附近变化,116.167,0x4E3,1,7,,,10,10,34,288,0.5007529272354133,
generic-event,事件附近变化,116.167,0x4E3,2,2,,,10,10,34,288,0.5007529272354133,
generic-event,事件附近变化,116.167,0x4E3,7,5,,,10,10,34,288,0.5007529272354133,
generic-event,事件附近变化,116.156,0x3A2,0,0,,,10,10,303,2297,0.3327297500305406,
generic-event,事件附近变化,116.156,0x3A2,5,4,,,10,10,303,2297,0.3327297500305406,
generic-event,事件附近变化,116.156,0x3A2,5,5,,,10,10,303,2297,0.3327297500305406,
generic-event,事件附近变化,116.156,0x3A2,5,6,,,10,10,303,2297,0.3327297500305406,
generic-event,事件附近变化,116.156,0x3A2,6,0,,,10,10,303,2297,0.3326847350577578,
generic-event,事件附近变化,116.156,0x3A2,6,1,,,10,10,303,2297,0.3327297500305406,
generic-event,事件附近变化,116.156,0x3A2,6,2,,,10,10,303,2297,0.3327297500305406,
generic-event,事件附近变化,116.156,0x3A2,6,3,,,10,10,303,2297,0.3327297500305406,
generic-event,事件附近变化,116.156,0x3A2,6,4,,,10,10,303,2297,0.3327297500305406,
generic-event,事件附近变化,116.156,0x3A2,6,5,,,10,10,303,2297,0.3327297500305406,
generic-event,事件附近变化,116.154,0x545,0,0,EXP_windowMotionFeedback_LEFT,,10,10,303,2297,0.3321682876020211,
generic-event,事件附近变化,116.154,0x545,5,4,EXP_windowMotionFeedback_LEFT,,10,10,303,2297,0.3322261460604341,
generic-event,事件附近变化,116.154,0x7B8,3,6,,,10,10,52,405,0.8115283573749872,
generic-event,事件附近变化,116.152,0x3A2,0,5,,,10,10,303,2297,0.3335209080206696,
generic-event,事件附近变化,116.145,0x545,0,4,EXP_windowMotionFeedback_LEFT,,10,10,150,1148,1.4441261058431056,
generic-event,事件附近变化,116.142,0x2C4,2,5,,,10,10,34,254,0.7540189838952245,
generic-event,事件附近变化,116.140,0x2E2,5,0,,,10,10,23,161,0.42751398497540005,
generic-event,事件附近变化,116.140,0x2E2,5,3,,,10,10,23,161,0.42751398497540005,
generic-event,事件附近变化,116.140,0x545,7,3,EXP_windowMotionFeedback_LEFT,,10,10,207,1807,1.172638944599614,
generic-event,事件附近变化,116.137,0x3A1,7,3,,,10,10,156,1195,1.0999527374832883,
generic-event,事件附近变化,116.126,0x261,0,1,,,10,10,311,2371,0.3359834283769275,
generic-event,事件附近变化,116.126,0x261,0,7,,,10,10,311,2371,0.3359834283769275,
generic-event,事件附近变化,116.116,0x2E1,1,1,,,10,10,317,2365,0.6693931858363019,
generic-event,事件附近变化,116.116,0x2E1,3,2,,,10,10,317,2365,0.6693931858363019,
generic-event,事件附近变化,116.116,0x2E1,4,2,,,10,10,317,2365,0.6693931858363019,
generic-event,事件附近变化,116.113,0x3C0,7,0,,,10,10,25,209,0.821096874144398,
generic-event,事件附近变化,116.113,0x545,7,1,EXP_windowMotionFeedback_LEFT,,10,10,238,1818,0.8523787596040135,
generic-event,事件附近变化,116.113,0x712,4,2,,,10,10,36,298,1.059436125693778,
generic-event,事件附近变化,116.112,0x381,4,4,,,10,10,121,948,1.2118320238107179,
generic-event,事件附近变化,116.106,0x545,0,5,EXP_windowMotionFeedback_LEFT,,10,10,159,1163,1.4596042902485828,
generic-event,事件附近变化,116.101,0x719,4,5,,,10,10,83,615,0.8879492793797281,
generic-event,事件附近变化,116.095,0x2C1,1,2,,,10,10,300,2395,0.25272471790592904,
generic-event,事件附近变化,116.074,0x381,5,2,,,10,10,242,1877,0.6194547531289292,
generic-event,事件附近变化,116.054,0x261,0,2,,,10,10,310,2372,0.33130974636602445,
generic-event,事件附近变化,116.050,0x243,2,3,,,10,10,300,2275,0.20466574364788817,
generic-event,事件附近变化,116.048,0x243,5,6,,,10,10,300,2275,0.2005559409698142,
generic-event,事件附近变化,116.044,0x441,0,0,,,10,10,293,2154,1.3621048363305157,
generic-event,事件附近变化,116.044,0x441,7,0,,,10,10,293,2154,1.3621048363305157,
generic-event,事件附近变化,116.038,0x7AA,5,3,,,10,10,54,522,0.6378013794896751,
generic-event,事件附近变化,116.033,0x441,0,2,,,10,10,293,2162,2.013802786122643,
generic-event,事件附近变化,116.026,0x3C0,0,2,,,10,10,29,205,0.2729136746591717,
generic-event,事件附近变化,116.016,0x401,2,2,,,10,10,260,2163,1.2625352805540067,
generic-event,事件附近变化,116.014,0x261,5,1,,,10,10,309,2373,0.6670263929190696,
generic-event,事件附近变化,116.014,0x381,5,5,,,10,10,159,1235,1.0509985526784809,
generic-event,事件附近变化,116.012,0x379,4,6,,,10,10,24,191,0.49988840896454595,
generic-event,事件附近变化,116.012,0x379,4,7,,,10,10,24,191,0.49988840896454595,
generic-event,事件附近变化,116.008,0x7B8,4,3,,,10,10,47,414,1.0955082264149896,
generic-event,事件附近变化,116.006,0x2B3,7,0,,,10,10,55,433,0.9511976784243873,
generic-event,事件附近变化,116.006,0x2C4,6,2,,,10,10,59,431,0.9905053184935592,
generic-event,事件附近变化,115.990,0x261,5,4,,,10,10,314,2368,0.6672377124819999,
generic-event,事件附近变化,115.989,0x7AA,4,6,,,10,10,67,487,0.8717937561792704,
generic-event,事件附近变化,115.982,0x3A1,3,7,,,10,10,174,1443,2.0356155392329276,
generic-event,事件附近变化,115.977,0x2E1,0,1,,,10,10,312,2370,0.33159462846310145,
generic-event,事件附近变化,115.977,0x2E1,2,6,,,10,10,312,2370,0.33159462846310145,
generic-event,事件附近变化,115.977,0x2E1,5,6,,,10,10,312,2370,0.35194103485181777,
generic-event,事件附近变化,115.974,0x545,7,0,EXP_windowMotionFeedback_LEFT,,10,10,213,1749,0.9524230648894948,
generic-event,事件附近变化,115.974,0x545,5,2,EXP_windowMotionFeedback_LEFT,,10,10,142,954,1.6085047040280576,
generic-event,事件附近变化,115.972,0x261,4,3,,,10,10,317,2407,0.6746816722939712,
generic-event,事件附近变化,115.966,0x318,7,5,,,10,10,20,134,0.7651271364634908,
generic-event,事件附近变化,115.960,0x261,0,6,,,10,10,310,2372,0.4188848940486654,
generic-event,事件附近变化,115.960,0x261,1,6,,,10,10,310,2372,0.33338591341972523,
generic-event,事件附近变化,115.960,0x261,6,2,,,10,10,310,2372,0.33338591341972523,
generic-event,事件附近变化,115.960,0x201,5,3,,,10,10,256,1907,1.3673258329681321,
generic-event,事件附近变化,115.942,0x2B3,1,0,,,10,10,97,658,1.2575690792359595,
generic-event,事件附近变化,115.935,0x3B2,6,0,,,10,10,23,184,0.8014073978211192,
generic-event,事件附近变化,115.907,0x2E2,5,6,,,10,10,45,298,0.6034892095098331,
generic-event,事件附近变化,115.905,0x401,4,2,,,10,10,254,2252,1.2461943971157354,
generic-event,事件附近变化,115.904,0x3A1,3,6,,,10,10,156,1481,1.5419025019019437,
generic-event,事件附近变化,115.890,0x263,0,2,,,10,10,300,2275,0.5889573253212024,
generic-event,事件附近变化,115.890,0x263,4,5,,,10,10,300,2275,0.5889573253212024,
generic-event,事件附近变化,115.887,0x359,0,3,,,10,10,39,260,0.6222341823368315,
generic-event,事件附近变化,115.876,0x2B3,2,6,,,10,10,102,709,1.2272485722221305,
generic-event,事件附近变化,115.873,0x2E1,1,2,,,10,10,313,2369,0.6648234134510337,
generic-event,事件附近变化,115.873,0x2E1,2,5,,,10,10,313,2369,0.6648234134510337,
generic-event,事件附近变化,115.873,0x2E1,3,1,,,10,10,313,2369,0.6648234134510337,
generic-event,事件附近变化,115.865,0x7FF,2,0,,,10,10,33,253,0.7797193717447649,
generic-event,事件附近变化,115.865,0x7FF,3,7,,,10,10,33,253,0.7797193717447649,
generic-event,事件附近变化,115.861,0x2E1,6,1,,,10,10,309,2373,0.6692843842851213,
generic-event,事件附近变化,115.852,0x261,3,0,,,10,10,361,2619,0.3790952805621114,
generic-event,事件附近变化,115.852,0x261,3,6,,,10,10,361,2619,0.37921675132607086,
generic-event,事件附近变化,115.849,0x7FF,3,1,,,10,10,33,253,0.7793447305156966,
generic-event,事件附近变化,115.849,0x7FF,4,1,,,10,10,33,253,0.7793447305156966,
generic-event,事件附近变化,115.849,0x7FF,5,3,,,10,10,33,253,0.7793447305156966,
generic-event,事件附近变化,115.849,0x7FF,6,6,,,10,10,33,253,0.7793447305156966,
generic-event,事件附近变化,115.831,0x201,0,3,,,10,10,300,2275,0.502342131532633,
generic-event,事件附近变化,115.831,0x201,1,0,,,10,10,300,2275,0.502342131532633,
generic-event,事件附近变化,115.831,0x201,3,7,,,10,10,300,2275,0.502342131532633,
generic-event,事件附近变化,115.831,0x201,4,1,,,10,10,300,2275,0.502342131532633,
generic-event,事件附近变化,115.831,0x201,4,5,,,10,10,300,2275,0.502342131532633,
generic-event,事件附近变化,115.831,0x201,5,0,,,10,10,300,2275,0.502342131532633,
generic-event,事件附近变化,115.831,0x201,5,1,,,10,10,300,2275,0.502342131532633,
generic-event,事件附近变化,115.831,0x201,5,4,,,10,10,300,2275,0.502342131532633,
generic-event,事件附近变化,115.831,0x201,5,7,,,10,10,300,2275,0.502342131532633,
generic-event,事件附近变化,115.831,0x201,6,0,,,10,10,300,2275,0.502342131532633,
generic-event,事件附近变化,115.831,0x201,6,6,,,10,10,300,2275,0.502342131532633,
generic-event,事件附近变化,115.831,0x201,6,7,,,10,10,300,2275,0.502342131532633,
generic-event,事件附近变化,115.827,0x545,1,0,EXP_windowMotionFeedback_LEFT,,10,10,164,1196,1.4297405821946305,
generic-event,事件附近变化,115.826,0x261,3,2,,,10,10,360,2620,0.4472526601410006,
generic-event,事件附近变化,115.826,0x261,3,7,,,10,10,360,2620,0.4472526601410006,
generic-event,事件附近变化,115.823,0x34A,7,4,,,10,10,15,113,0.49802885469604385,
generic-event,事件附近变化,115.823,0x34A,7,7,,,10,10,15,113,0.49802885469604385,
generic-event,事件附近变化,115.822,0x372,5,5,,,10,10,100,932,0.7642731670037461,
generic-event,事件附近变化,115.819,0x3A1,3,4,,,10,10,146,1062,1.3674995143510429,
