rank,score,category,can_id,dlc,byte,bit_in_byte,closed_value,open_value,stable_purity,action_hits,unrelated_transitions,median_delay_s
1,72.400,瞬时请求候选,0x3BD,8,0,3,0,0,0.7857,10,38,1.824000
2,71.800,瞬时请求候选,0x3BD,8,0,1,不一致,不一致,0.5893,10,41,0.825550
3,71.800,瞬时请求候选,0x70B,8,0,1,不一致,不一致,0.5893,10,41,0.952400
4,71.800,瞬时请求候选,0x737,7,0,1,不一致,不一致,0.5893,10,41,0.325700
5,71.600,瞬时请求候选,0x3BD,8,1,1,0,0,0.7500,10,42,1.824000
6,70.400,瞬时请求候选,0x23A,8,0,1,1,1,0.5000,10,48,0.276050
7,69.200,瞬时请求候选,0x3DB,8,0,3,0,0,0.6250,10,54,0.816150
8,68.600,瞬时请求候选,0x70B,8,3,1,0,不一致,0.6429,10,57,0.952400
9,68.400,瞬时请求候选,0x726,3,0,1,不一致,1,0.5179,10,58,1.695200
10,68.200,瞬时请求候选,0x70B,8,1,2,不一致,不一致,0.5893,10,59,-0.046500
11,68.200,瞬时请求候选,0x70B,8,1,7,0,0,0.7321,10,59,0.455700
12,68.000,瞬时请求候选,0x52F,8,6,2,不一致,1,0.5893,10,60,0.857050
13,67.600,瞬时请求候选,0x7C8,8,0,1,1,1,0.5536,10,62,0.523100
14,67.600,瞬时请求候选,0x7E8,8,0,1,1,1,0.5357,10,62,0.514600
15,67.400,瞬时请求候选,0x319,8,0,1,1,不一致,0.5357,10,63,1.056650
16,67.400,瞬时请求候选,0x330,8,0,1,1,1,0.5204,10,63,0.871100
17,66.600,瞬时请求候选,0x301,8,0,1,不一致,不一致,0.5714,10,67,0.526450
18,66.600,瞬时请求候选,0x302,8,0,1,不一致,不一致,0.5714,10,67,0.553800
19,66.600,瞬时请求候选,0x303,8,0,1,不一致,不一致,0.5714,10,67,0.622250
20,66.600,瞬时请求候选,0x330,8,4,0,不一致,不一致,0.5442,10,67,0.871500
21,66.600,瞬时请求候选,0x330,8,5,0,不一致,0,0.6156,10,67,0.871650
22,66.000,瞬时请求候选,0x3F2,8,2,7,1,1,0.5536,10,70,0.723500
23,65.800,瞬时请求候选,0x300,8,0,2,0,0,0.6607,10,71,0.722900
24,65.800,瞬时请求候选,0x300,8,1,0,1,不一致,0.5536,10,71,0.722900
25,65.800,瞬时请求候选,0x300,8,4,7,0,0,0.6607,10,71,0.722900
26,65.800,瞬时请求候选,0x300,8,5,0,0,0,0.6607,10,71,0.722900
27,65.800,瞬时请求候选,0x300,8,7,2,0,0,0.6607,10,71,0.722900
28,65.800,瞬时请求候选,0x300,8,7,5,0,0,0.6607,10,71,0.722900
29,65.800,瞬时请求候选,0x3C9,8,1,3,0,0,0.6607,10,71,0.209550
30,65.800,瞬时请求候选,0x3C9,8,1,4,0,0,0.6607,10,71,0.209550
31,65.800,瞬时请求候选,0x3C9,8,3,0,0,0,0.6607,10,71,0.209550
32,65.800,瞬时请求候选,0x3C9,8,5,0,0,0,0.6607,10,71,0.209550
33,65.800,瞬时请求候选,0x3F2,8,2,3,1,1,0.5714,10,71,0.724100
34,65.600,瞬时请求候选,0x300,8,0,1,1,不一致,0.5357,10,72,0.723150
35,65.600,瞬时请求候选,0x300,8,2,2,1,不一致,0.5357,10,72,0.723150
36,65.600,瞬时请求候选,0x300,8,4,5,不一致,1,0.5536,10,72,0.723350
37,65.600,瞬时请求候选,0x300,8,7,6,不一致,1,0.5536,10,72,0.723350
38,65.600,瞬时请求候选,0x3C9,8,1,7,1,1,0.6786,10,72,0.210850
39,65.600,瞬时请求候选,0x3C9,8,3,2,1,1,0.6786,10,72,0.210850
40,65.600,瞬时请求候选,0x3C9,8,4,0,1,1,0.6786,10,72,0.210850
41,65.600,瞬时请求候选,0x3DD,8,1,3,0,0,0.6786,10,72,0.465150
42,65.600,瞬时请求候选,0x3DD,8,1,7,不一致,不一致,0.5714,10,72,0.465150
43,65.600,瞬时请求候选,0x3DD,8,5,6,不一致,不一致,0.5536,10,72,0.466700
44,65.600,瞬时请求候选,0x3F2,8,1,5,1,1,0.5714,10,72,0.724300
45,65.400,瞬时请求候选,0x300,8,4,0,不一致,1,0.5357,10,73,0.723350
46,65.400,瞬时请求候选,0x300,8,6,1,1,1,0.6607,10,73,0.723500
47,65.400,瞬时请求候选,0x3C9,8,1,0,0,0,0.6607,10,73,0.211400
48,65.400,瞬时请求候选,0x3C9,8,2,0,0,0,0.6607,10,73,0.211400
49,65.400,瞬时请求候选,0x3C9,8,2,1,0,0,0.6607,10,73,0.211400
50,65.400,瞬时请求候选,0x3C9,8,2,4,0,0,0.6607,10,73,0.211400
51,65.400,瞬时请求候选,0x3C9,8,2,5,0,0,0.6607,10,73,0.211400
52,65.400,瞬时请求候选,0x3C9,8,2,6,0,0,0.6607,10,73,0.211400
53,65.400,瞬时请求候选,0x3C9,8,2,7,0,0,0.6607,10,73,0.211400
54,65.400,瞬时请求候选,0x3C9,8,3,1,0,0,0.6607,10,73,0.211400
55,65.400,瞬时请求候选,0x3C9,8,3,3,0,0,0.6607,10,73,0.211400
56,65.400,瞬时请求候选,0x3C9,8,3,4,0,0,0.6607,10,73,0.211400
57,65.400,瞬时请求候选,0x3C9,8,3,6,0,0,0.6607,10,73,0.211400
58,65.400,瞬时请求候选,0x3C9,8,3,7,0,0,0.6607,10,73,0.211400
59,65.400,瞬时请求候选,0x3C9,8,4,5,0,0,0.6607,10,73,0.211400
60,65.400,瞬时请求候选,0x3C9,8,4,6,0,0,0.6607,10,73,0.211400
61,65.200,瞬时请求候选,0x3DD,8,1,0,0,不一致,0.6071,10,74,0.963300
62,65.200,瞬时请求候选,0x3F2,8,1,3,1,1,0.5179,10,74,0.724300
63,65.000,瞬时请求候选,0x709,8,4,2,0,0,0.8545,9,35,0.485800
64,64.800,瞬时请求候选,0x3C4,8,3,2,0,0,0.7359,9,36,0.894700
65,64.600,瞬时请求候选,0x3BD,8,0,2,0,0,0.8214,9,37,0.823900
66,64.600,瞬时请求候选,0x3BD,8,4,6,0,0,0.8214,9,37,0.823900
67,64.600,瞬时请求候选,0x3BD,8,5,2,0,0,0.8214,9,37,0.823900
68,64.600,瞬时请求候选,0x70B,8,1,0,不一致,不一致,0.6429,9,37,-0.047000
69,64.600,瞬时请求候选,0x70B,8,1,3,不一致,不一致,0.6429,9,37,-0.047000
70,64.600,瞬时请求候选,0x70B,8,1,4,0,0,0.7500,9,37,-0.046000
71,64.400,瞬时请求候选,0x3BD,8,1,2,1,1,0.5893,10,78,-0.173550
72,64.400,瞬时请求候选,0x3C4,8,1,4,0,0,0.8461,9,38,0.394800
73,64.200,瞬时请求候选,0x295,8,7,3,0,0,0.6786,9,39,1.779400
74,64.200,瞬时请求候选,0x359,8,2,5,0,0,0.9625,10,79,0.893600
75,64.200,瞬时请求候选,0x359,8,3,2,0,0,0.9232,10,79,0.693000
76,64.200,瞬时请求候选,0x359,8,3,5,0,0,0.9232,10,79,0.693000
77,64.200,瞬时请求候选,0x70B,8,1,1,0,0,0.7143,9,39,-0.047000
78,64.200,瞬时请求候选,0x70B,8,5,2,0,0,0.8393,9,39,0.953100
79,64.200,瞬时请求候选,0x70B,8,7,0,0,0,0.7500,9,39,0.953100
80,64.200,瞬时请求候选,0x70B,8,7,1,0,0,0.7500,9,39,0.953100
81,64.000,瞬时请求候选,0x359,8,2,1,0,0,0.9250,10,80,0.792850
82,64.000,瞬时请求候选,0x52F,8,5,0,1,1,0.5179,10,80,0.361350
83,63.800,瞬时请求候选,0x310,8,1,1,0,0,0.6857,9,41,0.134900
84,63.800,瞬时请求候选,0x310,8,4,4,0,0,0.6857,9,41,0.134900
85,63.800,瞬时请求候选,0x310,8,7,1,0,0,0.6857,9,41,0.134900
86,63.800,瞬时请求候选,0x3C4,8,7,0,0,0,0.7895,9,41,0.394800
87,63.600,瞬时请求候选,0x310,8,0,2,0,0,0.6857,9,42,0.134900
88,63.600,瞬时请求候选,0x310,8,5,0,0,0,0.6857,9,42,0.134900
89,63.600,瞬时请求候选,0x310,8,5,4,0,0,0.6857,9,42,0.134900
90,63.600,瞬时请求候选,0x310,8,7,5,0,0,0.6857,9,42,0.134900
91,63.600,瞬时请求候选,0x330,8,7,0,0,0,0.7755,9,42,0.871500
92,63.600,瞬时请求候选,0x330,8,7,2,0,0,0.7755,9,42,0.871500
93,63.600,瞬时请求候选,0x3BD,8,0,0,0,0,0.6250,10,82,-0.174450
94,63.200,瞬时请求候选,0x359,8,0,4,0,0,0.8107,10,84,0.394850
95,63.200,瞬时请求候选,0x359,8,0,5,0,0,0.8500,10,84,0.495700
96,63.200,瞬时请求候选,0x359,8,0,6,0,0,0.7643,10,84,0.494350
97,62.800,瞬时请求候选,0x3B2,8,0,2,不一致,不一致,0.5590,10,86,0.270100
98,62.800,瞬时请求候选,0x3DD,8,0,6,0,0,0.7857,9,46,0.465000
99,62.400,瞬时请求候选,0x737,7,0,0,0,0,0.6250,10,88,0.325700
100,62.200,瞬时请求候选,0x2E2,8,6,6,0,0,0.9214,10,89,0.725800
101,62.200,瞬时请求候选,0x319,8,0,2,不一致,不一致,0.5714,9,49,0.063500
102,62.000,瞬时请求候选,0x3F2,8,1,7,1,1,0.5893,10,90,0.723500
103,62.000,瞬时请求候选,0x3F2,8,3,5,不一致,不一致,0.5893,10,90,0.723750
104,62.000,瞬时请求候选,0x3F2,8,6,3,不一致,0,0.6429,9,50,0.723400
105,61.800,瞬时请求候选,0x366,8,5,4,0,0,0.7500,9,51,0.449200
106,61.800,瞬时请求候选,0x366,8,5,6,0,0,0.7500,9,51,0.449200
107,61.800,瞬时请求候选,0x366,8,5,7,0,0,0.7500,9,51,0.449200
108,61.800,瞬时请求候选,0x366,8,6,6,0,0,0.7500,9,51,0.449200
109,61.800,瞬时请求候选,0x366,8,7,1,0,0,0.7500,9,51,0.449200
110,61.800,瞬时请求候选,0x3DB,8,1,2,0,0,0.8750,9,51,0.567600
111,61.800,瞬时请求候选,0x3DB,8,1,5,0,0,0.7500,9,51,0.567600
112,61.800,瞬时请求候选,0x3DB,8,2,2,0,0,0.7500,9,51,0.567600
113,61.800,瞬时请求候选,0x3DB,8,2,5,0,0,0.8750,9,51,0.567600
114,61.800,瞬时请求候选,0x3DB,8,3,0,0,0,0.8750,9,51,0.567600
115,61.800,瞬时请求候选,0x3DB,8,3,1,0,0,0.8750,9,51,0.567600
116,61.800,瞬时请求候选,0x3DB,8,3,5,0,0,0.8750,9,51,0.567600
117,61.800,瞬时请求候选,0x3DB,8,4,3,0,0,0.8750,9,51,0.567600
118,61.600,瞬时请求候选,0x3F2,8,6,6,不一致,1,0.5536,9,52,0.724300
119,61.600,瞬时请求候选,0x7C8,8,3,4,不一致,0,0.5714,10,92,0.519100
120,61.600,瞬时请求候选,0x7E8,8,2,3,0,不一致,0.5893,10,92,0.014900
121,61.600,瞬时请求候选,0x7E8,8,4,2,1,1,0.5714,10,92,0.014900
122,61.600,瞬时请求候选,0x7E8,8,4,5,1,1,0.5714,10,92,0.014900
123,61.600,瞬时请求候选,0x7E8,8,5,0,不一致,不一致,0.5714,10,92,0.016950
124,61.400,瞬时请求候选,0x7C8,8,1,2,1,1,0.5536,10,93,0.520350
125,61.400,瞬时请求候选,0x7C8,8,2,3,不一致,不一致,0.5536,10,93,0.519100
126,61.400,瞬时请求候选,0x7E8,8,1,2,1,1,0.5893,10,93,0.016350
127,61.400,瞬时请求候选,0x7E8,8,3,6,不一致,1,0.5536,10,93,0.016350
128,61.400,瞬时请求候选,0x7E8,8,3,7,不一致,1,0.5536,10,93,0.016350
129,61.000,瞬时请求候选,0x3F2,8,1,1,不一致,不一致,0.6071,9,55,0.724300
130,60.800,瞬时请求候选,0x3DD,8,0,0,不一致,不一致,0.5714,10,96,0.464200
131,60.800,瞬时请求候选,0x52F,8,6,1,不一致,不一致,0.5536,10,96,0.359350
132,60.600,瞬时请求候选,0x752,8,5,0,0,0,0.7500,9,57,0.062500
133,60.400,瞬时请求候选,0x709,8,2,2,0,0,0.8774,9,58,0.821300
134,60.400,瞬时请求候选,0x709,8,6,1,0,0,0.8495,9,58,0.485800
135,60.400,瞬时请求候选,0x70B,8,5,4,0,0,0.7143,9,58,-0.047000
136,60.200,瞬时请求候选,0x332,6,3,0,不一致,1,0.5357,10,99,0.722500
137,60.200,瞬时请求候选,0x332,6,3,1,1,1,0.5357,10,99,0.722500
138,60.200,瞬时请求候选,0x352,8,6,0,不一致,1,0.6429,10,99,0.068800
139,60.200,瞬时请求候选,0x726,3,0,0,不一致,不一致,0.5357,10,99,0.695150
140,60.000,瞬时请求候选,0x129,8,0,0,1,1,0.5194,10,5518,-0.248600
141,60.000,瞬时请求候选,0x129,8,0,1,1,1,0.5624,10,6670,-0.248450
142,60.000,瞬时请求候选,0x129,8,0,2,0,0,0.5449,10,5889,-0.248200
143,60.000,瞬时请求候选,0x129,8,0,3,不一致,不一致,0.5140,10,5158,-0.248350
144,60.000,瞬时请求候选,0x129,8,0,4,1,1,0.5001,10,8003,-0.248450
145,60.000,瞬时请求候选,0x129,8,0,5,0,0,0.6092,10,5137,-0.239450
146,60.000,瞬时请求候选,0x129,8,0,6,0,0,0.5363,10,5886,-0.248450
147,60.000,瞬时请求候选,0x129,8,0,7,不一致,不一致,0.5088,10,5358,-0.239750
148,60.000,瞬时请求候选,0x129,8,4,0,0,0,0.6355,10,4956,-0.229050
149,60.000,瞬时请求候选,0x129,8,4,1,0,0,0.8139,10,3197,-0.219000
150,60.000,瞬时请求候选,0x129,8,4,2,0,0,0.8139,10,3197,-0.219000
151,60.000,瞬时请求候选,0x129,8,4,3,0,0,0.8139,10,3197,-0.219000
152,60.000,瞬时请求候选,0x129,8,4,4,0,0,0.8139,10,3197,-0.219000
153,60.000,瞬时请求候选,0x129,8,4,5,0,0,0.8139,10,3197,-0.219000
154,60.000,瞬时请求候选,0x129,8,4,6,0,0,0.8139,10,3197,-0.219000
155,60.000,瞬时请求候选,0x129,8,4,7,0,0,0.8139,10,3197,-0.219000
156,60.000,瞬时请求候选,0x129,8,5,0,0,0,0.8139,10,3197,-0.219000
157,60.000,瞬时请求候选,0x129,8,5,1,0,0,0.8139,10,3197,-0.219000
158,60.000,瞬时请求候选,0x129,8,5,2,0,0,0.8139,10,3197,-0.219000
159,60.000,瞬时请求候选,0x129,8,5,3,0,0,0.8139,10,3197,-0.219000
160,60.000,瞬时请求候选,0x129,8,5,4,0,0,0.8139,10,3197,-0.219000
161,60.000,瞬时请求候选,0x129,8,5,5,1,1,0.8139,10,3197,-0.219000
162,60.000,瞬时请求候选,0x132,6,0,0,不一致,0,0.5198,10,5289,-0.248100
163,60.000,瞬时请求候选,0x132,6,0,1,不一致,不一致,0.5141,10,5258,-0.239600
164,60.000,瞬时请求候选,0x132,6,0,2,不一致,不一致,0.5141,10,5311,-0.248800
165,60.000,瞬时请求候选,0x132,6,0,3,不一致,不一致,0.5148,10,5349,-0.248150
166,60.000,瞬时请求候选,0x132,6,0,4,1,不一致,0.5763,10,4739,-0.248100
167,60.000,瞬时请求候选,0x132,6,0,5,0,0,0.7613,10,2962,-0.223000
168,60.000,瞬时请求候选,0x132,6,2,0,1,1,0.6705,10,4337,-0.233750
169,60.000,瞬时请求候选,0x132,6,2,1,1,1,0.6775,10,4159,-0.233750
170,60.000,瞬时请求候选,0x132,6,2,2,1,1,0.6775,10,4158,-0.233750
171,60.000,瞬时请求候选,0x132,6,2,3,0,0,0.6775,10,4038,-0.233750
172,60.000,瞬时请求候选,0x132,6,4,0,1,1,0.6557,10,4840,-0.248500
173,60.000,瞬时请求候选,0x132,6,4,1,0,0,0.6393,10,5049,-0.248100
174,60.000,瞬时请求候选,0x132,6,4,2,1,1,0.6295,10,4885,-0.248450
175,60.000,瞬时请求候选,0x132,6,4,3,0,0,0.6377,10,4795,-0.248450
176,60.000,瞬时请求候选,0x201,8,0,3,0,0,0.7499,10,2130,-0.246650
177,60.000,瞬时请求候选,0x201,8,0,4,0,0,0.8883,10,956,-0.236950
178,60.000,瞬时请求候选,0x201,8,0,5,0,0,0.8883,10,956,-0.236950
179,60.000,瞬时请求候选,0x201,8,0,6,0,0,0.8615,10,1174,-0.150800
180,60.000,瞬时请求候选,0x201,8,0,7,1,1,0.7499,10,2131,-0.224350
181,60.000,瞬时请求候选,0x201,8,1,0,0,0,0.7499,10,2130,-0.246650
182,60.000,瞬时请求候选,0x201,8,1,2,0,0,0.7499,10,2131,-0.224350
183,60.000,瞬时请求候选,0x201,8,2,3,0,0,0.7499,10,2131,-0.224350
184,60.000,瞬时请求候选,0x201,8,2,4,0,0,0.7499,10,2131,-0.224350
185,60.000,瞬时请求候选,0x201,8,3,0,0,0,0.7499,10,2131,-0.224350
186,60.000,瞬时请求候选,0x201,8,3,7,0,0,0.7499,10,2130,-0.246650
187,60.000,瞬时请求候选,0x201,8,4,0,0,0,0.7499,10,2131,-0.224350
188,60.000,瞬时请求候选,0x201,8,4,1,0,0,0.7499,10,2130,-0.246650
189,60.000,瞬时请求候选,0x201,8,4,5,0,0,0.7499,10,2130,-0.246650
190,60.000,瞬时请求候选,0x201,8,5,0,0,0,0.7499,10,2130,-0.246650
191,60.000,瞬时请求候选,0x201,8,5,1,0,0,0.7499,10,2130,-0.246650
192,60.000,瞬时请求候选,0x201,8,5,3,0,0,0.7820,10,1780,-0.246650
193,60.000,瞬时请求候选,0x201,8,5,4,0,0,0.7499,10,2130,-0.246650
194,60.000,瞬时请求候选,0x201,8,5,7,0,0,0.7499,10,2130,-0.246650
195,60.000,瞬时请求候选,0x201,8,6,0,0,0,0.7499,10,2130,-0.246650
196,60.000,瞬时请求候选,0x201,8,6,5,0,0,0.7499,10,2138,-0.246650
197,60.000,瞬时请求候选,0x201,8,6,6,0,0,0.7499,10,2130,-0.246650
198,60.000,瞬时请求候选,0x201,8,6,7,1,1,0.7499,10,2130,-0.246650
199,60.000,瞬时请求候选,0x201,8,7,0,1,1,0.7499,10,2131,-0.224350
200,60.000,瞬时请求候选,0x201,8,7,6,0,0,0.7499,10,2131,-0.224350
201,60.000,瞬时请求候选,0x201,8,7,7,0,0,0.7499,10,2131,-0.224350
202,60.000,瞬时请求候选,0x219,7,0,1,0,0,0.6679,10,357,-0.083650
203,60.000,瞬时请求候选,0x219,7,0,2,0,0,0.6661,10,356,-0.083050
204,60.000,瞬时请求候选,0x219,7,1,2,0,0,0.8339,10,355,-0.084700
205,60.000,瞬时请求候选,0x219,7,1,4,0,0,0.8339,10,355,-0.084700
206,60.000,瞬时请求候选,0x219,7,1,5,0,0,0.8339,10,355,-0.084700
207,60.000,瞬时请求候选,0x219,7,1,6,0,0,0.8339,10,355,-0.084700
208,60.000,瞬时请求候选,0x219,7,1,7,1,1,0.6661,10,356,-0.083050
209,60.000,瞬时请求候选,0x219,7,2,0,1,1,0.8339,10,355,-0.084700
210,60.000,瞬时请求候选,0x219,7,2,1,1,1,0.8339,10,355,-0.084700
211,60.000,瞬时请求候选,0x219,7,2,3,1,1,0.8339,10,355,-0.084700
212,60.000,瞬时请求候选,0x219,7,2,4,1,1,0.8321,10,357,0.014950
213,60.000,瞬时请求候选,0x219,7,2,7,1,1,0.6661,10,356,-0.083050
214,60.000,瞬时请求候选,0x219,7,3,0,1,1,0.8339,10,355,-0.084700
215,60.000,瞬时请求候选,0x219,7,3,1,1,1,0.8339,10,355,-0.084700
216,60.000,瞬时请求候选,0x219,7,3,2,1,1,0.8339,10,355,-0.084700
217,60.000,瞬时请求候选,0x219,7,3,3,1,1,0.8339,10,355,-0.084700
218,60.000,瞬时请求候选,0x219,7,3,4,1,1,0.6661,10,356,-0.083050
219,60.000,瞬时请求候选,0x219,7,3,5,1,1,0.8339,10,355,-0.084700
220,60.000,瞬时请求候选,0x219,7,3,6,1,1,0.8339,10,355,-0.084700
221,60.000,瞬时请求候选,0x219,7,3,7,1,1,0.6661,10,356,-0.083050
222,60.000,瞬时请求候选,0x219,7,4,0,1,1,0.8339,10,355,-0.084700
223,60.000,瞬时请求候选,0x219,7,4,1,1,1,0.8339,10,355,-0.084700
224,60.000,瞬时请求候选,0x219,7,4,2,1,1,0.8339,10,355,-0.084700
225,60.000,瞬时请求候选,0x219,7,4,3,1,1,0.8339,10,355,-0.084700
226,60.000,瞬时请求候选,0x219,7,4,4,1,1,0.6661,10,356,-0.083050
227,60.000,瞬时请求候选,0x219,7,4,5,1,1,0.8339,10,355,-0.084700
228,60.000,瞬时请求候选,0x219,7,4,6,1,1,0.8339,10,355,-0.084700
229,60.000,瞬时请求候选,0x219,7,4,7,1,1,0.6661,10,356,-0.083050
230,60.000,瞬时请求候选,0x219,7,5,1,1,1,0.5000,10,714,-0.086400
231,60.000,瞬时请求候选,0x219,7,5,2,0,0,0.8321,10,357,0.014950
232,60.000,瞬时请求候选,0x219,7,5,3,1,1,0.8339,10,355,-0.084700
233,60.000,瞬时请求候选,0x219,7,5,4,1,1,0.6661,10,356,-0.083050
234,60.000,瞬时请求候选,0x219,7,5,5,1,1,0.8339,10,355,-0.084700
235,60.000,瞬时请求候选,0x219,7,5,6,1,1,0.8339,10,355,-0.084700
236,60.000,瞬时请求候选,0x219,7,5,7,1,1,0.6661,10,356,-0.083050
237,60.000,瞬时请求候选,0x219,7,6,0,1,1,0.6661,10,356,-0.083050
238,60.000,瞬时请求候选,0x219,7,6,1,1,1,0.6661,10,356,-0.083050
239,60.000,瞬时请求候选,0x219,7,6,2,1,1,0.6661,10,356,-0.083050
240,60.000,瞬时请求候选,0x219,7,6,3,1,1,0.6661,10,356,-0.083050
241,60.000,瞬时请求候选,0x229,3,0,0,1,1,0.6250,10,398,-0.178500
242,60.000,瞬时请求候选,0x229,3,0,1,0,0,0.6250,10,663,-0.178600
243,60.000,瞬时请求候选,0x229,3,0,2,1,1,0.5625,10,661,-0.228300
244,60.000,瞬时请求候选,0x229,3,0,3,1,1,0.5000,10,528,-0.227550
245,60.000,瞬时请求候选,0x229,3,0,4,0,0,0.6250,10,528,-0.228600
246,60.000,瞬时请求候选,0x229,3,0,5,0,0,0.5625,10,531,-0.178800
247,60.000,瞬时请求候选,0x229,3,0,6,1,1,0.6875,10,400,-0.078650
248,60.000,瞬时请求候选,0x229,3,0,7,0,0,0.6875,10,266,0.071100
249,60.000,瞬时请求候选,0x234,8,0,0,0,0,0.6312,10,1094,-0.206850
250,60.000,瞬时请求候选,0x234,8,0,1,不一致,不一致,0.5384,10,1935,-0.208200
251,60.000,瞬时请求候选,0x234,8,0,2,不一致,不一致,0.5339,10,1896,-0.209250
252,60.000,瞬时请求候选,0x234,8,0,3,1,1,0.5000,10,2061,-0.209250
253,60.000,瞬时请求候选,0x234,8,0,4,1,1,0.5000,10,2057,-0.209250
254,60.000,瞬时请求候选,0x234,8,0,5,1,1,0.5000,10,2057,-0.209250
255,60.000,瞬时请求候选,0x234,8,1,4,不一致,不一致,0.6634,10,1409,-0.205900
256,60.000,瞬时请求候选,0x234,8,1,6,1,1,0.5545,10,1807,-0.209250
257,60.000,瞬时请求候选,0x234,8,2,1,1,1,0.5170,10,2050,-0.209250
258,60.000,瞬时请求候选,0x234,8,3,0,0,0,0.8688,10,538,0.242350
259,60.000,瞬时请求候选,0x234,8,4,2,0,0,0.8688,10,536,0.242350
260,60.000,瞬时请求候选,0x234,8,7,0,不一致,不一致,0.5973,10,1034,-0.160700
261,60.000,瞬时请求候选,0x234,8,7,1,1,1,0.7134,10,1234,-0.205900
262,60.000,瞬时请求候选,0x234,8,7,2,0,0,0.6741,10,1296,-0.158450
263,60.000,瞬时请求候选,0x234,8,7,3,1,1,0.7018,10,1295,-0.205900
264,60.000,瞬时请求候选,0x234,8,7,4,1,1,0.6821,10,1293,-0.111550
265,60.000,瞬时请求候选,0x234,8,7,5,不一致,不一致,0.5080,10,1065,-0.161750
266,60.000,瞬时请求候选,0x234,8,7,6,不一致,1,0.5089,10,1537,-0.209250
267,60.000,瞬时请求候选,0x234,8,7,7,不一致,1,0.5080,10,981,-0.159550
268,60.000,瞬时请求候选,0x23E,8,7,4,不一致,不一致,0.5036,10,2612,-0.212500
269,60.000,瞬时请求候选,0x23E,8,7,7,不一致,不一致,0.5143,10,347,-0.032900
270,60.000,瞬时请求候选,0x241,7,0,1,1,1,0.5536,10,947,-0.219400
271,60.000,瞬时请求候选,0x243,8,0,0,0,0,0.6000,10,4261,-0.246600
272,60.000,瞬时请求候选,0x243,8,0,1,0,0,0.6000,10,2134,-0.227000
273,60.000,瞬时请求候选,0x243,8,0,2,0,0,0.8000,10,2143,-0.186850
274,60.000,瞬时请求候选,0x243,8,1,2,1,1,0.6000,10,2134,-0.227000
275,60.000,瞬时请求候选,0x243,8,1,3,1,1,0.8000,10,2134,-0.207050
276,60.000,瞬时请求候选,0x243,8,1,4,0,0,0.6000,10,2135,-0.227000
277,60.000,瞬时请求候选,0x243,8,1,5,0,0,0.6000,10,2135,-0.227000
278,60.000,瞬时请求候选,0x243,8,1,6,1,1,0.8000,10,2134,-0.207050
279,60.000,瞬时请求候选,0x243,8,1,7,1,1,0.8000,10,2134,-0.207050
280,60.000,瞬时请求候选,0x243,8,2,0,1,1,0.8000,10,2134,-0.207050
281,60.000,瞬时请求候选,0x243,8,2,1,0,0,0.6000,10,2135,-0.227000
282,60.000,瞬时请求候选,0x243,8,2,2,0,0,0.8000,10,2136,-0.246600
283,60.000,瞬时请求候选,0x243,8,2,3,不一致,不一致,0.5857,10,2135,-0.225250
284,60.000,瞬时请求候选,0x243,8,2,4,0,0,0.7464,10,2853,-0.187750
285,60.000,瞬时请求候选,0x243,8,2,5,不一致,不一致,0.5864,10,4270,-0.246600
286,60.000,瞬时请求候选,0x243,8,2,6,1,1,0.6000,10,2134,-0.227000
287,60.000,瞬时请求候选,0x243,8,2,7,1,1,0.6000,10,4261,-0.246600
288,60.000,瞬时请求候选,0x243,8,3,0,0,0,0.8000,10,2143,-0.186850
289,60.000,瞬时请求候选,0x243,8,3,1,0,0,0.6000,10,4269,-0.227000
290,60.000,瞬时请求候选,0x243,8,3,2,0,0,0.6000,10,2135,-0.246600
291,60.000,瞬时请求候选,0x243,8,3,3,0,0,0.6000,10,2135,-0.246600
292,60.000,瞬时请求候选,0x243,8,3,4,0,0,0.6000,10,4269,-0.227000
293,60.000,瞬时请求候选,0x243,8,3,5,0,0,0.8000,10,2143,-0.186850
294,60.000,瞬时请求候选,0x243,8,3,6,0,0,0.6857,10,2138,-0.243700
295,60.000,瞬时请求候选,0x243,8,3,7,不一致,不一致,0.6286,10,2134,-0.207050
296,60.000,瞬时请求候选,0x243,8,4,0,1,1,0.7429,10,2831,-0.227000
297,60.000,瞬时请求候选,0x243,8,4,1,0,0,0.6000,10,2135,-0.227000
298,60.000,瞬时请求候选,0x243,8,4,2,1,1,0.6000,10,2134,-0.227000
299,60.000,瞬时请求候选,0x243,8,4,3,1,1,0.6000,10,2134,-0.227000
300,60.000,瞬时请求候选,0x243,8,4,4,1,1,0.6000,10,2127,-0.246600
301,60.000,瞬时请求候选,0x243,8,4,5,1,1,0.6000,10,2134,-0.227000
302,60.000,瞬时请求候选,0x243,8,4,6,0,0,0.6000,10,4270,-0.246600
303,60.000,瞬时请求候选,0x243,8,4,7,0,0,0.6000,10,2135,-0.246600
304,60.000,瞬时请求候选,0x243,8,5,0,0,0,0.6850,10,3313,-0.227000
305,60.000,瞬时请求候选,0x243,8,5,1,不一致,0,0.5893,10,3231,-0.246600
306,60.000,瞬时请求候选,0x243,8,5,2,不一致,不一致,0.5757,10,2135,-0.209400
307,60.000,瞬时请求候选,0x243,8,5,3,不一致,不一致,0.5836,10,2135,-0.208550
308,60.000,瞬时请求候选,0x243,8,5,4,0,0,0.6857,10,3267,-0.225250
309,60.000,瞬时请求候选,0x243,8,5,5,0,0,0.6286,10,3845,-0.227000
