session_id,can_id,field,expected_on_direction,on_event_s,on_transition_s,on_before,on_after,on_direction_match,on_delay_s,expected_off_direction,off_event_s,off_transition_s,off_before,off_after,off_direction_match,off_delay_s,total_full_session_transitions
S0017,0x421,B0.b5,0->1,60.076215,64.6866,0,1,True,4.610385,1->0,160.033218,,,,False,,2
S0017,0x421,B0.b7,0->1,60.076215,64.6866,0,1,True,4.610385,1->0,160.033218,,,,False,,2
S0017,0x782,B0.b5,0->1,60.076215,,,,False,,1->0,160.033218,,,,False,,2
S0018,0x1FA,B0.b3,0->1,60.094101,60.0907,0,1,True,-0.003401,1->0,160.058085,160.5995,1,0,True,0.541415,2
S0018,0x1FA,B0.b4,0->1,60.094101,60.0907,0,1,True,-0.003401,1->0,160.058085,160.5995,1,0,True,0.541415,2
S0018,0x20C,B1.b3,0->1,60.094101,59.9336,0,1,True,-0.160501,1->0,160.058085,160.4408,1,0,True,0.382715,2
S0018,0x20C,B1.b4,0->1,60.094101,60.0337,0,1,True,-0.060401,1->0,160.058085,160.5409,1,0,True,0.482815,2
S0018,0x20C,B4.b1,0->1,60.094101,60.9337,0,1,True,0.839599,1->0,160.058085,160.4408,1,0,True,0.382715,2
S0018,0x20C,B4.b2,0->1,60.094101,60.0337,0,1,True,-0.060401,1->0,160.058085,160.4408,1,0,True,0.382715,10
S0018,0x20C,B4.b3,0->1,60.094101,60.0337,0,1,True,-0.060401,1->0,160.058085,160.4408,1,0,True,0.382715,6
S0018,0x20C,B5.b0,0->1,60.094101,60.7336,0,1,True,0.639499,1->0,160.058085,160.4408,1,0,True,0.382715,2
S0018,0x20C,B6.b4,0->1,60.094101,59.9336,0,1,True,-0.160501,1->0,160.058085,160.4408,1,0,True,0.382715,2
S0018,0x20C,B6.b5,0->1,60.094101,59.9336,0,1,True,-0.160501,1->0,160.058085,160.4408,1,0,True,0.382715,2
S0018,0x20C,B7.b1,0->1,60.094101,60.6337,0,1,True,0.539599,1->0,160.058085,160.8409,1,0,True,0.782815,10
S0018,0x20C,B7.b2,0->1,60.094101,60.8337,0,1,True,0.739599,1->0,160.058085,160.9409,1,0,True,0.882815,6
S0018,0x20C,B7.b3,0->1,60.094101,61.4337,0,1,True,1.339599,1->0,160.058085,161.0409,1,0,True,0.982815,2
S0018,0x253,B7.b4,1->0,60.094101,60.1567,1,0,True,0.062599,0->1,160.058085,160.5678,0,1,True,0.509715,2
S0018,0x282,B0.b2,0->1,60.094101,60.1332,0,1,True,0.039099,1->0,160.058085,160.6404,1,0,True,0.582315,2
S0018,0x282,B0.b5,0->1,60.094101,60.7332,0,1,True,0.639099,1->0,160.058085,160.84,1,0,True,0.781915,6
S0018,0x282,B0.b6,0->1,60.094101,61.5334,0,1,True,1.439299,1->0,160.058085,161.0403,1,0,True,0.982215,2
S0018,0x282,B1.b2,0->1,60.094101,61.1334,0,1,True,1.039299,1->0,160.058085,160.6404,1,0,True,0.582315,2
S0018,0x282,B1.b3,0->1,60.094101,60.2332,0,1,True,0.139099,1->0,160.058085,160.6404,1,0,True,0.582315,10
S0018,0x282,B1.b4,0->1,60.094101,60.2332,0,1,True,0.139099,1->0,160.058085,160.6404,1,0,True,0.582315,6
S0018,0x282,B2.b1,0->1,60.094101,60.9332,0,1,True,0.839099,1->0,160.058085,160.6404,1,0,True,0.582315,2
S0018,0x282,B2.b4,0->1,60.094101,60.4332,0,1,True,0.339099,1->0,160.058085,160.84,1,0,True,0.781915,24
S0018,0x282,B2.b5,0->1,60.094101,60.4332,0,1,True,0.339099,1->0,160.058085,161.1404,1,0,True,1.082315,20
S0018,0x282,B2.b6,0->1,60.094101,60.6332,0,1,True,0.539099,1->0,160.058085,161.0403,1,0,True,0.982215,18
S0018,0x282,B3.b3,0->1,60.094101,62.4335,0,1,True,2.339399,1->0,160.058085,160.84,1,0,True,0.781915,2
S0018,0x282,B4.b6,1->0,60.094101,60.4332,1,0,True,0.339099,0->1,160.058085,161.1404,0,1,True,1.082315,12
S0018,0x282,B4.b7,1->0,60.094101,60.4332,1,0,True,0.339099,0->1,160.058085,160.9403,0,1,True,0.882215,8
S0018,0x282,B5.b0,1->0,60.094101,60.4332,1,0,True,0.339099,0->1,160.058085,160.9403,0,1,True,0.882215,6
S0018,0x282,B5.b1,1->0,60.094101,60.4332,1,0,True,0.339099,0->1,160.058085,160.9403,0,1,True,0.882215,4
S0018,0x282,B5.b2,0->1,60.094101,60.4332,0,1,True,0.339099,1->0,160.058085,160.9403,1,0,True,0.882215,4
S0018,0x282,B6.b3,1->0,60.094101,60.9332,1,0,True,0.839099,0->1,160.058085,160.9403,0,1,True,0.882215,8
S0018,0x282,B6.b4,0->1,60.094101,60.7332,0,1,True,0.639099,1->0,160.058085,160.9403,1,0,True,0.882215,4
S0018,0x289,B1.b4,0->1,60.094101,60.7501,0,1,True,0.655999,1->0,160.058085,160.854,1,0,True,0.795915,8
S0018,0x289,B2.b3,0->1,60.094101,60.7501,0,1,True,0.655999,1->0,160.058085,160.854,1,0,True,0.795915,6
S0018,0x289,B3.b2,0->1,60.094101,60.7501,0,1,True,0.655999,1->0,160.058085,160.854,1,0,True,0.795915,8
S0018,0x2A1,B5.b0,0->1,60.094101,63.4907,0,1,True,3.396599,1->0,160.058085,161.4968,1,0,True,1.438715,2
S0018,0x2A6,B0.b6,0->1,60.094101,64.1988,0,1,True,4.104699,1->0,160.058085,161.5999,1,0,True,1.541815,18
S0018,0x2A7,B7.b0,0->1,60.094101,63.999,0,1,True,3.904899,1->0,160.058085,161.6015,1,0,True,1.543415,2
S0018,0x2A7,B7.b2,1->0,60.094101,63.999,1,0,True,3.904899,0->1,160.058085,161.6015,0,1,True,1.543415,2
S0018,0x2BF,B5.b3,0->1,60.094101,63.5823,0,1,True,3.488199,1->0,160.058085,161.5898,1,0,True,1.531715,2
S0018,0x2BF,B5.b4,0->1,60.094101,60.5817,0,1,True,0.487599,1->0,160.058085,161.5898,1,0,True,1.531715,2
S0018,0x2F3,B3.b2,0->1,60.094101,59.8582,0,1,True,-0.235901,1->0,160.058085,160.3136,1,0,True,0.255515,2
S0018,0x323,B4.b1,1->0,60.094101,61.452,1,0,True,1.357899,0->1,160.058085,162.4597,0,1,True,2.401615,2
S0018,0x323,B4.b2,0->1,60.094101,61.452,0,1,True,1.357899,1->0,160.058085,162.4597,1,0,True,2.401615,2
S0018,0x361,B3.b1,1->0,60.094101,61.379,1,0,True,1.284899,0->1,160.058085,161.3854,0,1,True,1.327315,2
S0018,0x361,B3.b2,0->1,60.094101,61.379,0,1,True,1.284899,1->0,160.058085,161.3854,1,0,True,1.327315,2
S0018,0x361,B4.b0,1->0,60.094101,61.379,1,0,True,1.284899,0->1,160.058085,163.3875,0,1,True,3.329415,2
S0018,0x361,B4.b1,0->1,60.094101,61.379,0,1,True,1.284899,1->0,160.058085,162.3857,1,0,True,2.327615,2
S0018,0x421,B0.b4,0->1,60.094101,64.2785,0,1,True,4.184399,1->0,160.058085,,,,False,,2
S0018,0x421,B0.b5,0->1,60.094101,64.2785,0,1,True,4.184399,1->0,160.058085,,,,False,,2
S0018,0x421,B0.b7,0->1,60.094101,64.2785,0,1,True,4.184399,1->0,160.058085,,,,False,,2
S0018,0x782,B0.b5,0->1,60.094101,,,,False,,1->0,160.058085,165.7845,1,0,True,5.726415,2
