profile,role,score,can_id,byte,bit_in_byte,dbc_message,activity_enrichment,event_coverage,event_hits,event_total,inside_transitions,outside_transitions,period_cv
generic-event,事件附近变化,70.958,0x344,4,0,,8.822755505543206,1.0,2,2,2,6,1.3038340162628215
window,按钮事件:手动未知方向松开,70.958,0x344,4,0,,8.822755505543206,1.0,2,2,2,6,1.3038340162628215
generic-event,事件附近变化,70.871,0x118,7,3,DI_systemStatus,4.616604121716543,1.0,2,2,5,33,3.5436371797487154
window,按钮事件:手动未知方向松开,70.871,0x118,7,3,DI_systemStatus,4.616604121716543,1.0,2,2,5,33,3.5436371797487154
generic-event,事件附近变化,70.844,0x3DD,3,2,,3.6330992035565517,1.0,2,2,3,25,0.7707444763733745
window,按钮事件:手动未知方向松开,70.844,0x3DD,3,2,,3.6330992035565517,1.0,2,2,3,25,0.7707444763733745
generic-event,事件附近变化,70.844,0x3DD,3,3,,3.6330992035565517,1.0,2,2,3,25,0.7707444763733745
window,按钮事件:手动未知方向松开,70.844,0x3DD,3,3,,3.6330992035565517,1.0,2,2,3,25,0.7707444763733745
generic-event,事件附近变化,70.844,0x3DD,6,6,,3.6330992035565517,1.0,2,2,3,25,0.8002668303971644
window,按钮事件:手动未知方向松开,70.844,0x3DD,6,6,,3.6330992035565517,1.0,2,2,3,25,0.8002668303971644
generic-event,事件附近变化,70.844,0x3DD,7,0,,3.6330992035565517,1.0,2,2,3,25,0.8002668303971644
window,按钮事件:手动未知方向松开,70.844,0x3DD,7,0,,3.6330992035565517,1.0,2,2,3,25,0.8002668303971644
generic-event,事件附近变化,70.844,0x3DD,7,1,,3.6330992035565517,1.0,2,2,3,25,0.8002668303971644
window,按钮事件:手动未知方向松开,70.844,0x3DD,7,1,,3.6330992035565517,1.0,2,2,3,25,0.8002668303971644
generic-event,事件附近变化,70.844,0x3DD,7,2,,3.6330992035565517,1.0,2,2,3,25,0.8002668303971644
window,按钮事件:手动未知方向松开,70.844,0x3DD,7,2,,3.6330992035565517,1.0,2,2,3,25,0.8002668303971644
generic-event,事件附近变化,70.844,0x3DD,7,3,,3.6330992035565517,1.0,2,2,3,25,0.8002668303971644
window,按钮事件:手动未知方向松开,70.844,0x3DD,7,3,,3.6330992035565517,1.0,2,2,3,25,0.8002668303971644
generic-event,事件附近变化,70.844,0x3DD,7,4,,3.6330992035565517,1.0,2,2,3,25,0.8002668303971644
window,按钮事件:手动未知方向松开,70.844,0x3DD,7,4,,3.6330992035565517,1.0,2,2,3,25,0.8002668303971644
generic-event,事件附近变化,70.844,0x3DD,7,5,,3.6330992035565517,1.0,2,2,3,25,0.8002668303971644
window,按钮事件:手动未知方向松开,70.844,0x3DD,7,5,,3.6330992035565517,1.0,2,2,3,25,0.8002668303971644
generic-event,事件附近变化,70.826,0x108,1,6,DI_torque,3.693135503809544,1.0,2,2,22,186,5.637640492574448
window,按钮事件:手动未知方向松开,70.826,0x108,1,6,DI_torque,3.693135503809544,1.0,2,2,22,186,5.637640492574448
generic-event,事件附近变化,70.716,0x373,1,4,EPAS3P_sysStatus,4.487741081586219,1.0,2,2,3,20,2.00936191967245
window,按钮事件:手动未知方向松开,70.716,0x373,1,4,EPAS3P_sysStatus,4.487741081586219,1.0,2,2,3,20,2.00936191967245
generic-event,事件附近变化,70.666,0x7D5,1,2,DI_debug,3.783278613631503,1.0,2,2,44,364,1.2319553149732747
window,按钮事件:手动未知方向松开,70.666,0x7D5,1,2,DI_debug,3.783278613631503,1.0,2,2,44,364,1.2319553149732747
generic-event,事件附近变化,70.554,0x126,0,2,DI_hvBusStatus,3.5742055113550397,1.0,2,2,14,122,4.466052307799409
window,按钮事件:手动未知方向松开,70.554,0x126,0,2,DI_hvBusStatus,3.5742055113550397,1.0,2,2,14,122,4.466052307799409
generic-event,事件附近变化,70.498,0x132,2,4,BMS_hvBusStatus,3.9768654560681913,1.0,2,2,46,362,4.536786755809363
window,按钮事件:手动未知方向松开,70.498,0x132,2,4,BMS_hvBusStatus,3.9768654560681913,1.0,2,2,46,362,4.536786755809363
generic-event,事件附近变化,70.465,0x126,1,5,DI_hvBusStatus,3.6795143665908268,1.0,2,2,15,127,5.632952920135429
window,按钮事件:手动未知方向松开,70.465,0x126,1,5,DI_hvBusStatus,3.6795143665908268,1.0,2,2,15,127,5.632952920135429
generic-event,事件附近变化,70.410,0x126,1,4,DI_hvBusStatus,3.515073040392649,1.0,2,2,15,133,4.76343892326799
window,按钮事件:手动未知方向松开,70.410,0x126,1,4,DI_hvBusStatus,3.515073040392649,1.0,2,2,15,133,4.76343892326799
generic-event,事件附近变化,70.390,0x126,0,1,DI_hvBusStatus,3.507870110940276,1.0,2,2,20,178,5.301516793583225
window,按钮事件:手动未知方向松开,70.390,0x126,0,1,DI_hvBusStatus,3.507870110940276,1.0,2,2,20,178,5.301516793583225
generic-event,事件附近变化,70.199,0x303,1,3,OCS1P_status,3.402616211145552,1.0,2,2,4,36,1.049655661582959
window,按钮事件:手动未知方向松开,70.199,0x303,1,3,OCS1P_status,3.402616211145552,1.0,2,2,4,36,1.049655661582959
generic-event,事件附近变化,70.121,0x108,3,5,DI_torque,3.4024162601934655,1.0,2,2,22,202,5.780609089786512
window,按钮事件:手动未知方向松开,70.121,0x108,3,5,DI_torque,3.4024162601934655,1.0,2,2,22,202,5.780609089786512
generic-event,事件附近变化,70.008,0x132,2,3,BMS_hvBusStatus,3.4227247807034242,1.0,2,2,77,705,6.063523234366937
window,按钮事件:手动未知方向松开,70.008,0x132,2,3,BMS_hvBusStatus,3.4227247807034242,1.0,2,2,77,705,6.063523234366937
generic-event,事件附近变化,69.976,0x257,3,1,DI_speed,4.333084145986595,1.0,2,2,4,28,2.0743424124656706
window,按钮事件:手动未知方向松开,69.976,0x257,3,1,DI_speed,4.333084145986595,1.0,2,2,4,28,2.0743424124656706
generic-event,事件附近变化,69.949,0x302,1,3,VCLEFT_info,3.496468289686275,1.0,2,2,4,35,1.0389705682834922
window,按钮事件:手动未知方向松开,69.949,0x302,1,3,VCLEFT_info,3.496468289686275,1.0,2,2,4,35,1.0389705682834922
generic-event,事件附近变化,69.876,0x22A,2,4,,4.286091046918376,1.0,2,2,3,21,2.764586654934488
window,按钮事件:手动未知方向松开,69.876,0x22A,2,4,,4.286091046918376,1.0,2,2,3,21,2.764586654934488
