time_s,signal_key,value,raw_hex
34.277800,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d b8 00
34.378000,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d bd 00
34.477800,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d c3 00
34.677700,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d c0 00
34.777700,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d c0 00
35.077900,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d c2 00
35.177800,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d c4 00
35.277800,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d bf 00
35.377800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d c3 00
35.477600,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d c6 00
35.577800,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d c2 00
35.677700,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d c6 00
35.877700,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d c4 00
35.977600,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d bc 00
36.377600,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d bd 00
36.477700,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d ba 00
36.677400,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d be 00
36.777600,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d bd 00
36.877500,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d ba 00
37.077500,PCS_dcdcLvBusVolt,10.625,10 05 d3 0d bd 00
37.177600,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d ba 00
37.377400,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d bd 00
37.477400,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b8 00
37.577400,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b8 00
37.677400,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bc 00
37.877400,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b8 00
37.977400,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d bc 00
38.077300,PCS_dcdcLvBusVolt,10.625,10 05 d3 0d b9 00
38.277400,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b9 00
38.477600,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b9 00
38.777300,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b9 00
38.877400,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b7 00
38.977300,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bb 00
39.177300,PCS_dcdcLvBusVolt,10.546875,0e 05 d4 0d ba 00
39.277300,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d ba 00
39.377300,PCS_dcdcLvBusVolt,10.8984375,17 05 d4 0d b7 00
39.477300,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b9 00
39.577300,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bb 00
39.677300,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b6 00
39.877300,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d bc 00
39.977300,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d b7 00
40.177300,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bd 00
40.377200,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b9 00
40.477200,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bc 00
40.577200,PCS_dcdcLvBusVolt,10.8203125,15 05 d4 0d bc 00
40.677200,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d ba 00
40.777300,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d bc 00
40.977200,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d ba 00
41.077000,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d bd 00
41.177200,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d be 00
41.277000,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b8 00
41.377200,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d bc 00
41.577200,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d bc 00
41.677000,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d c0 00
41.877400,PCS_dcdcLvBusVolt,10.8203125,15 05 d3 0d bc 00
41.977200,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d c0 00
42.077000,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d c4 00
42.177200,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d bf 00
42.277000,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d c1 00
42.377200,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d c4 00
42.577100,PCS_dcdcLvBusVolt,10.9375,18 05 d4 0d c1 00
42.677000,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d c1 00
42.777100,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d c3 00
43.077100,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d c4 00
43.176900,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d be 00
43.477100,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bc 00
43.576900,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d c0 00
43.677100,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d c1 00
43.776900,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d bd 00
43.877100,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d bd 00
43.976900,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d be 00
44.176800,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d b9 00
44.277000,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d b9 00
44.476900,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b6 00
44.576800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b5 00
44.676900,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d b9 00
44.776800,PCS_dcdcLvBusVolt,10.8203125,15 05 d3 0d ba 00
44.877000,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b9 00
44.976800,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d bc 00
45.076900,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b7 00
45.276900,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d bc 00
45.376800,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b3 00
45.476900,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d bb 00
45.576900,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d bd 00
45.676900,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b6 00
45.776800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d bb 00
45.876900,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d c0 00
45.976800,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d bb 00
46.176700,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d bc 00
46.276900,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bd 00
46.376800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b7 00
46.476900,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d bb 00
46.576700,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d ba 00
46.676900,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b9 00
46.776800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b9 00
46.976800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b8 00
47.176900,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b9 00
47.376700,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b3 00
47.476900,PCS_dcdcLvBusVolt,10.625,10 05 d3 0d ba 00
47.676800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b7 00
47.776700,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d ba 00
47.876800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b8 00
47.976800,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b7 00
48.076800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d ba 00
48.276800,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d b7 00
48.376800,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d b8 00
48.577100,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b5 00
48.876700,PCS_dcdcLvBusVolt,10.5859375,0f 05 d4 0d b2 00
48.976700,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b6 00
49.076700,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d b8 00
49.176700,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b2 00
49.276700,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b7 00
49.376700,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b9 00
49.476700,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b7 00
49.576700,PCS_dcdcLvBusVolt,10.546875,0e 05 d4 0d b7 00
49.676700,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d bc 00
49.876700,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d b7 00
49.976800,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d ba 00
50.076800,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d ba 00
50.176800,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d b8 00
50.276800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b9 00
50.376800,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d bb 00
50.476800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b4 00
50.576800,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d bb 00
50.676800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d bb 00
50.776800,PCS_dcdcLvBusVolt,10.625,10 05 d3 0d b8 00
50.876800,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b7 00
50.976800,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d bc 00
51.076800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d bd 00
51.176700,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b9 00
51.276700,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bc 00
51.476700,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b8 00
51.676800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d be 00
51.876900,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d be 00
52.076700,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bf 00
52.176600,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d c0 00
52.276700,PCS_dcdcLvBusVolt,10.78125,14 05 d3 0d c1 00
52.376700,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d c2 00
52.576700,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d c3 00
52.876800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d c1 00
52.976700,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d c1 00
53.076700,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d c0 00
53.176700,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d c2 00
53.476800,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d c0 00
53.676800,PCS_dcdcLvBusVolt,10.9375,18 05 d4 0d be 00
53.776800,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d be 00
53.976800,PCS_dcdcLvBusVolt,10.5859375,0f 05 d4 0d ba 00
54.076800,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d be 00
54.176800,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d bc 00
54.276800,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d bc 00
54.376800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b7 00
54.476800,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d b5 00
54.576800,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d b7 00
54.676700,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b3 00
54.776600,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d b7 00
54.876800,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d ba 00
55.076700,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d bb 00
55.176600,PCS_dcdcLvBusVolt,10.78125,14 05 d3 0d bd 00
55.276900,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b8 00
55.476700,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d c0 00
55.676900,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bb 00
55.776800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d bd 00
55.876900,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bb 00
55.976900,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d bb 00
56.076900,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d bb 00
56.376700,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b9 00
56.476700,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d bc 00
56.676900,PCS_dcdcLvBusVolt,10.5859375,0f 05 d3 0d b8 00
56.776800,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d bb 00
56.876700,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b5 00
57.076800,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d bb 00
57.176800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b8 00
57.276700,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d b7 00
57.376700,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b8 00
57.476700,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d ba 00
57.576800,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d b7 00
57.676800,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d b7 00
57.976800,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d b9 00
58.076700,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b9 00
58.276800,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d b8 00
58.376800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b9 00
58.577000,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b7 00
58.676800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b7 00
58.876900,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b5 00
58.976900,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d b7 00
59.176900,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d b5 00
59.276800,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d b9 00
59.376900,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b6 00
59.476900,PCS_dcdcLvBusVolt,10.78125,14 05 d3 0d b8 00
59.576900,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b7 00
59.676900,PCS_dcdcLvBusVolt,10.5859375,0f 05 d4 0d bb 00
59.777400,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b8 00
59.976900,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d bb 00
60.076900,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d b7 00
60.176800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b6 00
60.276700,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b9 00
60.376800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b5 00
60.476800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b9 00
60.576800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bc 00
60.676800,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d b8 00
60.777100,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d bb 00
60.876800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d be 00
60.976800,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d be 00
61.076800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d bb 00
61.276800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bc 00
61.376800,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b8 00
61.576900,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d c2 00
61.676700,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d bf 00
61.777300,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d c1 00
61.877200,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d c3 00
61.977100,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d be 00
62.076800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bf 00
62.176900,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d c2 00
62.377100,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d bc 00
62.476900,PCS_dcdcLvBusVolt,10.546875,0e 05 d3 0d c0 00
62.576900,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d bc 00
62.676700,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d bc 00
62.876700,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d bf 00
62.976800,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d bc 00
63.076700,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bc 00
63.176700,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d bb 00
63.276600,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b5 00
63.476600,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d b8 00
63.576700,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b3 00
63.676700,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d b1 00
63.776700,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b4 00
63.976700,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d b7 00
64.076700,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b9 00
64.176500,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b7 00
64.476500,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d bc 00
64.576500,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d ba 00
64.776500,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d bc 00
64.876500,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b8 00
64.976500,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d b8 00
65.176800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b3 00
65.376600,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b8 00
65.576600,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b7 00
65.676600,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d b7 00
65.776800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b3 00
65.876500,PCS_dcdcLvBusVolt,10.625,10 05 d3 0d b1 00
65.976600,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d b7 00
66.076500,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b7 00
66.176600,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d b2 00
66.276500,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b7 00
66.376700,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b7 00
66.476500,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d b4 00
66.576700,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b5 00
66.676400,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d b6 00
66.876500,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d b4 00
67.076400,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b3 00
67.176500,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b4 00
67.276400,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b7 00
67.376500,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b4 00
67.476500,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b4 00
67.676400,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d b5 00
67.776500,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d b5 00
67.876400,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b5 00
68.076300,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b6 00
68.176500,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b7 00
68.276300,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d b9 00
68.376500,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b1 00
68.476300,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b7 00
68.576800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b9 00
68.676300,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b5 00
68.776100,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d ba 00
68.876100,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d bf 00
68.976100,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d bf 00
69.176100,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d c0 00
69.276100,PCS_dcdcLvBusVolt,10.6640625,11 05 d3 0d c2 00
69.376100,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d ba 00
69.476100,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d bd 00
69.676100,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b5 00
69.776000,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d bc 00
69.876100,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d c0 00
69.976000,PCS_dcdcLvBusVolt,10.625,10 05 d3 0d b7 00
70.076000,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d be 00
70.276000,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b9 00
70.375900,PCS_dcdcLvBusVolt,10.78125,14 05 d3 0d b8 00
70.476100,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d ba 00
70.575800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b9 00
70.675800,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b3 00
70.775800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b5 00
70.875800,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b1 00
70.975800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b0 00
71.075800,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b3 00
71.175800,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b4 00
71.276000,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d b1 00
71.375700,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b1 00
71.475700,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b5 00
71.575700,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b1 00
71.675800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b5 00
71.875800,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d b4 00
71.976000,PCS_dcdcLvBusVolt,10.859375,16 05 d4 0d b5 00
72.075800,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d bb 00
72.275700,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d b9 00
72.375800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b7 00
72.475700,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d bc 00
72.575700,PCS_dcdcLvBusVolt,10.5859375,0f 05 d3 0d bb 00
72.675700,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d b9 00
72.775700,PCS_dcdcLvBusVolt,10.5859375,0f 05 d4 0d bb 00
72.875700,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b6 00
72.975700,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d b7 00
73.075700,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d ba 00
73.175700,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b3 00
73.275800,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b8 00
73.475700,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d b3 00
73.575700,PCS_dcdcLvBusVolt,10.625,10 05 d3 0d b5 00
73.675600,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b9 00
73.775600,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d b3 00
73.875700,PCS_dcdcLvBusVolt,10.5859375,0f 05 d4 0d b2 00
73.975600,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d b7 00
74.075600,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b5 00
74.175600,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b2 00
74.275600,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b8 00
74.475600,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d b2 00
74.775600,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d b4 00
74.975400,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d b7 00
75.175600,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d b4 00
75.275800,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d b8 00
75.475400,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d a4 00
75.575400,PCS_dcdcLvBusVolt,10.78125,14 05 d4 0d ac 00
75.675400,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d a0 00
75.775400,PCS_dcdcLvBusVolt,10.859375,16 05 d4 0d a6 00
75.875400,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d aa 00
75.975400,PCS_dcdcLvBusVolt,10.546875,0e 05 d4 0d 9f 00
76.075400,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d a5 00
76.175400,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d a7 00
76.375500,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d a4 00
76.675200,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d a5 00
76.775400,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d a7 00
76.875400,PCS_dcdcLvBusVolt,10.7421875,13 05 d3 0d a7 00
76.975400,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d a2 00
77.075200,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d a8 00
77.175200,PCS_dcdcLvBusVolt,10.5859375,0f 05 d4 0d a6 00
77.275200,PCS_dcdcLvBusVolt,10.703125,12 05 d4 0d a6 00
77.375400,PCS_dcdcLvBusVolt,10.859375,16 05 d3 0d a5 00
77.475200,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d a8 00
77.575100,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d a5 00
77.675100,PCS_dcdcLvBusVolt,10.625,10 05 d4 0d a3 00
77.775100,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d aa 00
77.875200,PCS_dcdcLvBusVolt,10.859375,16 05 d3 0d a5 00
77.975100,PCS_dcdcLvBusVolt,10.6640625,11 05 d4 0d a6 00
78.075100,PCS_dcdcLvBusVolt,10.78125,14 05 d3 0d ab 00
78.175200,PCS_dcdcLvBusVolt,10.7421875,13 05 d4 0d a2 00
78.375500,PCS_dcdcLvBusVolt,10.703125,12 05 d3 0d a8 00
