dbc_source,can_id,message,dbc_dlc,signal,start_bit,bit_length,byte_order,signed,scale,offset,unit,multiplexer_signal,multiplexer_ids,asc_frame_count,asc_dlc
input/tesla_model3_ONYX.dbc,0x75D,CP_sensorData,8,CP_pinTemperature2,16,8,little_endian,False,0.8039215686,-55,C,CP_sensorDataSelect,1,1499,8
input/tesla_model3_ONYX.dbc,0x75D,CP_sensorData,8,CP_pinTemperature3,24,8,little_endian,False,0.8039215686,-55,C,CP_sensorDataSelect,1,1499,8
input/tesla_model3_ONYX.dbc,0x25D,CP_status,8,CP_chargeCablePresent,3,1,little_endian,False,1,0,,,,2997,8
input/tesla_model3_ONYX.dbc,0x25D,CP_status,8,CP_chargeCableSecured,4,1,little_endian,False,1,0,,,,2997,8
input/tesla_model3_ONYX.dbc,0x25D,CP_status,8,CP_latchState,5,2,little_endian,False,1,0,,,,2997,8
input/tesla_model3_ONYX.dbc,0x25D,CP_status,8,CP_chargeDoorOpen,10,1,little_endian,False,1,0,,,,2997,8
input/tesla_model3_ONYX.dbc,0x25D,CP_status,8,CP_numAlertsSet,53,7,little_endian,False,1,0,,,,2997,8
input/tesla_model3_ONYX.dbc,0x29D,CP_dcChargeStatus,4,CP_evseOutputDcCurrent,0,15,little_endian,True,0.0732467,0,A,,,2997,5
input/tesla_model3_ONYX.dbc,0x29D,CP_dcChargeStatus,4,CP_evseOutputDcVoltage,16,13,little_endian,False,0.0732422,0,V,,,2997,5
input/tesla_model3_ONYX.dbc,0x118,DI_systemStatus,8,DI_systemState,16,3,little_endian,False,1,0,,,,10683,8
input/tesla_model3_ONYX.dbc,0x118,DI_systemStatus,8,DI_gear,21,3,little_endian,False,1,0,,,,10683,8
input/tesla_model3_ONYX.dbc,0x2B4,PCS_dcdcBusStatus,5,PCS_dcdcLvBusVolt,0,10,little_endian,False,0.0390625,0,V,,,2998,6
input/tesla_model3_ONYX.dbc,0x241,VCFRONT_coolant,7,VCFRONT_coolantFlowBatActual,0,9,little_endian,False,0.1,0,LPM,,,2997,7
input/tesla_model3_ONYX.dbc,0x241,VCFRONT_coolant,7,VCFRONT_coolantFlowBatTarget,9,9,little_endian,False,0.1,0,LPM,,,2997,7
input/tesla_model3_ONYX.dbc,0x2C1,VCFRONT_logging10Hz,8,VCFRONT_pumpBatteryRPMTarget,3,10,little_endian,False,10,0,rpm,VCFRONT_logging10HzIndex,0,14986,8
input/tesla_model3_ONYX.dbc,0x2C1,VCFRONT_logging10Hz,8,VCFRONT_coolantValveAngleActual,8,11,little_endian,False,0.25,-100,deg,VCFRONT_logging10HzIndex,2,14986,8
input/tesla_model3_ONYX.dbc,0x2C1,VCFRONT_logging10Hz,8,VCFRONT_coolantValveAngleTarget,19,10,little_endian,False,0.25,-5,deg,VCFRONT_logging10HzIndex,2,14986,8
input/tesla_model3_ONYX.dbc,0x381,VCFRONT_logging1Hz,8,VCFRONT_hpMode,10,5,little_endian,False,1,0,,VCFRONT_logging1HzIndex,16,8326,8
input/tesla_model3_ONYX.dbc,0x381,VCFRONT_logging1Hz,8,VCFRONT_hpBatteryCool,19,1,little_endian,False,1,0,,VCFRONT_logging1HzIndex,17,8326,8
input/tesla_model3_ONYX.dbc,0x321,VCFRONT_sensors,8,VCFRONT_tempCoolantBatInlet,0,10,little_endian,False,0.125,-40,degC,,,299,8
input/tesla_model3_ONYX.dbc,0x2E1,VCFRONT_status,8,VCFRONT_chillerDemandActive,26,1,little_endian,False,1,0,,VCFRONT_statusIndex,3,18735,8
input/tesla_model3_ONYX.dbc,0x2E1,VCFRONT_status,8,VCFRONT_isActiveHeatingBattery,63,1,little_endian,False,1,0,,VCFRONT_statusIndex,0,18735,8
