dbc_source,can_id,message,dbc_dlc,signal,start_bit,bit_length,byte_order,signed,scale,offset,unit,multiplexer_signal,multiplexer_ids,asc_frame_count,asc_dlc
dbc/Model3CAN.dbc,0x21D,ID21DCP_evseStatus,8,CP_digitalCommsAttempts,32,2,little_endian,False,1,0,,,,2997,8
dbc/Model3CAN.dbc,0x21D,ID21DCP_evseStatus,8,CP_teslaSwcanState,34,3,little_endian,False,1,0,,,,2997,8
dbc/Model3CAN.dbc,0x21D,ID21DCP_evseStatus,8,CP_digitalCommsEstablished,37,1,little_endian,False,1,0,,,,2997,8
dbc/Model3CAN.dbc,0x21D,ID21DCP_evseStatus,8,CP_evseChargeType_UI,38,2,little_endian,False,1,0,,,,2997,8
dbc/Model3CAN.dbc,0x21D,ID21DCP_evseStatus,8,CP_acNumRetries,40,2,little_endian,False,1,0,,,,2997,8
dbc/Model3CAN.dbc,0x21D,ID21DCP_evseStatus,8,CP_gbState,42,4,little_endian,False,1,0,,,,2997,8
dbc/Model3CAN.dbc,0x21D,ID21DCP_evseStatus,8,CP_gbdcStopChargeReason,46,3,little_endian,False,1,0,,,,2997,8
dbc/Model3CAN.dbc,0x21D,ID21DCP_evseStatus,8,CP_gbdcFailureReason,49,2,little_endian,False,1,0,,,,2997,8
dbc/Model3CAN.dbc,0x21D,ID21DCP_evseStatus,8,CP_gbdcChargeAttempts,51,2,little_endian,False,1,0,,,,2997,8
dbc/Model3CAN.dbc,0x21D,ID21DCP_evseStatus,8,CP_acChargeState,53,3,little_endian,False,1,0,,,,2997,8
dbc/Model3CAN.dbc,0x21D,ID21DCP_evseStatus,8,CP_teslaDcState,56,4,little_endian,False,1,0,,,,2997,8
dbc/Model3CAN.dbc,0x21D,ID21DCP_evseStatus,8,CP_iecComboState,60,4,little_endian,False,1,0,,,,2997,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_sensorDataSelect,0,4,little_endian,False,1,0,,,,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_UHF_chipState,4,3,little_endian,False,1,0,,CP_sensorDataSelect,6,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_doorPot,4,12,little_endian,False,0.025,0,%,CP_sensorDataSelect,2,1499,8
